Name	Score	Activity
NCGC00261176	0.4464	0
NCGC00261289	0.6115	0
NCGC00261440	0.3016	0
NCGC00261657	0.4628	0
NCGC00260822	0.8622	1
NCGC00261142	0.8695	1
NCGC00261582	0.8905	1
NCGC00261825	0.6959	1
NCGC00261833	0.6349	0
NCGC00261835	0.7739	1
NCGC00261860	0.7292	1
NCGC00261906	0.7118	1
NCGC00261916	0.6818	0
NCGC00261939	0.8155	1
NCGC00261869	0.4178	0
NCGC00261163	0.8884	1
NCGC00261653	0.8228	1
NCGC00261248	0.5516	0
NCGC00260770	0.4438	0
NCGC00261013	0.7418	1
NCGC00261910	0.8519	1
NCGC00261686	0.8107	1
NCGC00261147	0.7349	1
NCGC00261578	0.7357	1
NCGC00261336	0.5214	0
NCGC00261593	0.8351	1
NCGC00260821	0.5050	0
NCGC00261007	0.2371	0
NCGC00261246	0.5656	0
NCGC00261949	0.4647	0
NCGC00260890	0.6267	0
NCGC00261294	0.5083	0
NCGC00261330	0.3773	0
NCGC00261470	0.6979	1
NCGC00260691	0.6975	1
NCGC00261693	0.5850	0
NCGC00261293	0.2789	0
NCGC00261018	0.5436	0
NCGC00261075	0.6082	0
NCGC00261150	0.5644	0
NCGC00261767	0.5802	0
NCGC00261824	0.5082	0
NCGC00261146	0.6191	0
NCGC00260817	0.2124	0
NCGC00261161	0.6250	0
NCGC00260728	0.6111	0
NCGC00261286	0.5178	0
NCGC00261254	0.6638	0
NCGC00261261	0.6663	0
NCGC00261691	0.7176	1
NCGC00261921	0.6838	0
NCGC00260962	0.4302	0
NCGC00261028	0.5332	0
NCGC00261349	0.3859	0
NCGC00261583	0.5355	0
NCGC00261672	0.5777	0
NCGC00261620	0.5221	0
NCGC00261141	0.6302	0
NCGC00261752	0.5793	0
NCGC00261828	0.5998	0
NCGC00261913	0.5373	0
NCGC00261473	0.4495	0
NCGC00356953	0.7654	1
NCGC00357009	0.3571	0
NCGC00357188	0.6699	0
NCGC00357201	0.6236	0
NCGC00357189	0.3997	0
NCGC00357163	0.4500	0
NCGC00357001	0.5417	0
NCGC00357030	0.3685	0
NCGC00357123	0.4836	0
NCGC00357091	0.5918	0
NCGC00357004	0.1246	0
NCGC00357103	0.4260	0
NCGC00357289	0.6047	0
NCGC00357082	0.7415	1
NCGC00356999	0.5545	0
NCGC00357116	0.1065	0
NCGC00357010	0.4173	0
NCGC00357057	0.4363	0
NCGC00357171	0.4608	0
NCGC00356964	0.5915	0
NCGC00356995	0.5813	0
NCGC00357062	0.5345	0
NCGC00357205	0.6561	0
NCGC00357185	0.6664	0
NCGC00357028	0.5019	0
NCGC00357064	0.5825	0
NCGC00357196	0.8301	1
NCGC00357271	0.9033	1
NCGC00357213	0.6425	0
NCGC00357198	0.6272	0
NCGC00357079	0.7890	1
NCGC00356984	0.6574	0
NCGC00357080	0.7141	1
NCGC00357173	0.7759	1
NCGC00357277	0.4372	0
NCGC00357240	0.5368	0
NCGC00357145	0.4602	0
NCGC00357157	0.6884	1
NCGC00357160	0.3399	0
NCGC00357107	0.4023	0
NCGC00357106	0.4087	0
NCGC00357047	0.6147	0
NCGC00357174	0.5559	0
NCGC00357090	0.5393	0
NCGC00357204	0.7435	1
NCGC00357214	0.7190	1
NCGC00357124	0.7255	1
NCGC00356983	0.6740	0
NCGC00357092	0.7357	1
NCGC00357042	0.6998	1
NCGC00357036	0.3994	0
NCGC00357089	0.7880	1
NCGC00357170	0.8476	1
NCGC00357132	0.7810	1
NCGC00357265	0.7332	1
NCGC00357260	0.6270	0
NCGC00357023	0.6785	0
NCGC00357114	0.6367	0
NCGC00357033	0.6540	0
NCGC00357120	0.6035	0
NCGC00356963	0.7278	1
NCGC00357055	0.8019	1
NCGC00357139	0.7892	1
NCGC00357026	0.6776	0
NCGC00357242	0.7515	1
NCGC00357161	0.6356	0
NCGC00357279	0.6232	0
NCGC00357288	0.8528	1
NCGC00356973	0.8690	1
NCGC00357143	0.7544	1
NCGC00357182	0.5461	0
NCGC00356971	0.6995	1
NCGC00357084	0.7134	1
NCGC00357112	0.8543	1
NCGC00356962	0.7233	1
NCGC00356993	0.4654	0
NCGC00357284	0.5584	0
NCGC00357046	0.8547	1
NCGC00357000	0.3796	0
NCGC00357012	0.6581	0
NCGC00356939	0.8299	1
NCGC00356955	0.6660	0
NCGC00357262	0.8061	1
NCGC00356991	0.8614	1
NCGC00357203	0.8981	1
NCGC00357049	0.6881	1
NCGC00357164	0.4415	0
NCGC00357073	0.6576	0
NCGC00357043	0.6426	0
NCGC00357269	0.6783	0
NCGC00357266	0.6801	0
NCGC00357076	0.6420	0
NCGC00357153	0.6567	0
NCGC00357138	0.6004	0
NCGC00357071	0.5913	0
NCGC00357274	0.6495	0
NCGC00356981	0.5476	0
NCGC00357278	0.6224	0
NCGC00357113	0.7226	1
NCGC00357218	0.9237	1
NCGC00357018	0.8914	1
NCGC00357048	0.6554	0
NCGC00357162	0.7012	1
NCGC00356941	0.6819	0
NCGC00357184	0.6874	1
NCGC00357238	0.6630	0
NCGC00357220	0.8280	1
NCGC00357252	0.7854	1
NCGC00357159	0.6649	0
NCGC00356947	0.3142	0
NCGC00357063	0.4283	0
NCGC00356982	0.3250	0
NCGC00357219	0.4695	0
NCGC00357037	0.8537	1
NCGC00356975	0.8241	1
NCGC00357169	0.5022	0
NCGC00357022	0.7127	1
NCGC00357165	0.7482	1
NCGC00357122	0.6329	0
NCGC00357212	0.5598	0
NCGC00357263	0.8027	1
NCGC00357052	0.7252	1
NCGC00356952	0.5650	0
NCGC00357225	0.7226	1
NCGC00357105	0.6937	1
NCGC00356944	0.7768	1
NCGC00356977	0.4093	0
NCGC00357053	0.7626	1
NCGC00357202	0.6680	0
NCGC00357013	0.7244	1
NCGC00357131	0.7067	1
NCGC00357127	0.6293	0
NCGC00357147	0.7100	1
NCGC00357267	0.7263	1
NCGC00356979	0.7115	1
NCGC00357179	0.6381	0
NCGC00356945	0.5287	0
NCGC00357068	0.5835	0
NCGC00357002	0.4019	0
NCGC00356974	0.8447	1
NCGC00357109	0.8532	1
NCGC00356988	0.8331	1
NCGC00357117	0.8102	1
NCGC00357239	0.6904	1
NCGC00356961	0.7112	1
NCGC00356966	0.7025	1
NCGC00356996	0.6418	0
NCGC00356950	0.6177	0
NCGC00356969	0.6997	1
NCGC00357050	0.7051	1
NCGC00357258	0.6134	0
NCGC00357186	0.6457	0
NCGC00357115	0.7134	1
NCGC00356940	0.7435	1
NCGC00357130	0.7200	1
NCGC00356959	0.7200	1
NCGC00356985	0.6571	0
NCGC00357125	0.6377	0
NCGC00357270	0.4639	0
NCGC00357031	0.5685	0
NCGC00357137	0.5627	0
NCGC00357102	0.4281	0
NCGC00357228	0.5240	0
NCGC00356965	0.5682	0
NCGC00357151	0.5438	0
NCGC00357280	0.7074	1
NCGC00357097	0.6126	0
NCGC00357272	0.5551	0
NCGC00357229	0.6899	1
NCGC00357200	0.5888	0
NCGC00357273	0.7985	1
NCGC00357088	0.6210	0
NCGC00357101	0.5884	0
NCGC00357287	0.5171	0
NCGC00357253	0.3830	0
NCGC00357177	0.3527	0
NCGC00357152	0.4395	0
NCGC00357140	0.6195	0
NCGC00357086	0.4173	0
NCGC00357150	0.3660	0
NCGC00357040	0.4657	0
NCGC00357232	0.4911	0
NCGC00357172	0.8369	1
NCGC00357135	0.6838	0
NCGC00357207	0.6659	0
NCGC00356990	0.8309	1
NCGC00357276	0.6544	0
NCGC00357016	0.6667	0
NCGC00357247	0.5814	0
NCGC00357183	0.7837	1
NCGC00357286	0.4292	0
NCGC00357255	0.9032	1
NCGC00357025	0.7946	1
NCGC00357008	0.7980	1
NCGC00356987	0.6658	0
NCGC00357128	0.7202	1
NCGC00357129	0.6032	0
NCGC00356978	0.7636	1
NCGC00357072	0.6681	0
NCGC00357195	0.6036	0
NCGC00357215	0.6125	0
NCGC00357038	0.6578	0
NCGC00357208	0.8305	1
NCGC00357099	0.8305	1
NCGC00357007	0.5867	0
NCGC00356989	0.7710	1
NCGC00357246	0.8439	1
NCGC00357081	0.4661	0
NCGC00357281	0.8002	1
NCGC00357244	0.5059	0
NCGC00357194	0.6524	0
NCGC00357193	0.5923	0
NCGC00357006	0.4003	0
NCGC00357041	0.4812	0
NCGC00357074	0.3328	0
NCGC00357166	0.5265	0
NCGC00357070	0.3796	0
NCGC00357222	0.4607	0
NCGC00357245	0.3494	0
NCGC00357217	0.5090	0
NCGC00357015	0.2577	0
NCGC00357261	0.6074	0
NCGC00357060	0.6611	0
NCGC00357104	0.7880	1
NCGC00357248	0.7377	1
NCGC00357176	0.7970	1
NCGC00357187	0.7951	1
NCGC00357066	0.7984	1
NCGC00357154	0.4247	0
NCGC00357216	0.5147	0
NCGC00357148	0.8379	1
NCGC00357078	0.3933	0
NCGC00357027	0.4155	0
NCGC00357134	0.4792	0
NCGC00357180	0.5612	0
NCGC00356986	0.4458	0
NCGC00356946	0.5380	0
NCGC00356970	0.8114	1
NCGC00357191	0.8040	1
NCGC00357077	0.6850	0
NCGC00357069	0.6554	0
NCGC00356958	0.4912	0
NCGC00357121	0.7745	1
NCGC00357067	0.6444	0
NCGC00357243	0.5984	0
NCGC00357100	0.5459	0
NCGC00356960	0.5070	0
NCGC00357136	0.5467	0
NCGC00357158	0.5721	0
NCGC00356942	0.5745	0
NCGC00357126	0.4989	0
NCGC00357110	0.8276	1
NCGC00357178	0.8110	1
NCGC00357167	0.5230	0
NCGC00357096	0.5299	0
NCGC00357230	0.7202	1
NCGC00357257	0.5811	0
NCGC00356951	0.4654	0
NCGC00357241	0.5617	0
NCGC00357024	0.5617	0
NCGC00357233	0.5567	0
NCGC00357197	0.6515	0
NCGC00357149	1.0000	1
NCGC00357142	0.6351	0
NCGC00357231	0.5968	0
NCGC00357044	0.5652	0
NCGC00357209	0.4989	0
NCGC00357045	0.5159	0
NCGC00357075	0.5738	0
NCGC00356938	0.5752	0
NCGC00357065	0.5457	0
NCGC00357094	0.7167	1
NCGC00357083	0.6730	0
NCGC00357085	0.8199	1
NCGC00357236	0.6873	1
NCGC00357035	0.7943	1
NCGC00357108	0.4629	0
NCGC00357235	0.7265	1
NCGC00357224	0.7767	1
NCGC00357211	0.6353	0
NCGC00357039	0.6717	0
NCGC00357264	0.6909	1
NCGC00357285	0.4007	0
NCGC00357032	0.6935	1
NCGC00357146	0.7009	1
NCGC00357059	0.7780	1
NCGC00357061	0.5934	0
NCGC00357190	0.4717	0
NCGC00356943	0.0281	0
NCGC00357237	0.1832	0
NCGC00357005	0.4652	0
NCGC00357251	0.9496	1
NCGC00357034	0.4510	0
NCGC00356992	0.0424	0
NCGC00357254	0.6302	0
NCGC00357199	0.6789	0
NCGC00356957	0.4259	0
NCGC00356968	0.6826	0
NCGC00357268	0.5985	0
NCGC00357256	0.4948	0
NCGC00357141	0.6411	0
NCGC00357093	0.3940	0
NCGC00357087	0.4123	0
NCGC00357223	0.8605	1
NCGC00357119	0.5845	0
NCGC00357003	0.3343	0
NCGC00357058	0.7943	1
NCGC00357275	0.8924	1
NCGC00357014	0.7075	1
NCGC00357011	0.8654	1
NCGC00356976	0.5561	0
NCGC00357175	0.8712	1
NCGC00357021	0.9623	1
NCGC00357221	0.8454	1
NCGC00356972	0.6971	1
NCGC00357133	0.6965	1
NCGC00357181	0.6389	0
NCGC00357056	0.7067	1
NCGC00356980	0.3700	0
NCGC00357206	0.7922	1
NCGC00357250	0.3803	0
NCGC00357227	0.0101	0
NCGC00356997	0.1857	0
NCGC00356998	0.1824	0
NCGC00357282	0.4239	0
NCGC00357029	0.4378	0
NCGC00356948	0.7349	1
NCGC00357054	0.6505	0
NCGC00356956	0.7491	1
NCGC00356994	0.9011	1
NCGC00356949	0.9311	1
NCGC00357234	0.7951	1
NCGC00356967	0.8242	1
NCGC00357111	0.8963	1
NCGC00357155	0.9020	1
NCGC00357098	0.8006	1
NCGC00357156	0.7804	1
NCGC00357019	0.5745	0
NCGC00357095	0.7343	1
NCGC00357226	0.7186	1
NCGC00357249	0.7454	1
NCGC00357017	0.9260	1
NCGC00357259	0.9539	1
NCGC00357051	0.9478	1
NCGC00356954	0.6224	0
NCGC00357020	0.5964	0
NCGC00357168	0.6096	0
NCGC00357283	0.3150	0
NCGC00357210	0.2638	0
NCGC00357118	0.2872	0
NCGC00357144	0.6651	0
