SampleID	Score	Activity
NCGC00357156	0.2196	0
NCGC00357039	0.2021	0
NCGC00357038	0.2098	0
NCGC00357119	0.0059	0
NCGC00357151	0.0092	0
NCGC00260940	0.0198	0
NCGC00260947	0.0319	0
NCGC00260948	0.0074	0
NCGC00261085	0.0103	0
NCGC00357109	0.0252	0
NCGC00357108	0.0749	0
NCGC00261080	0.0104	0
NCGC00261081	0.0280	0
NCGC00357103	0.0035	0
NCGC00357102	0.2022	0
NCGC00357101	0.0028	0
NCGC00357100	0.2070	0
NCGC00357107	0.0166	0
NCGC00357106	0.0035	0
NCGC00357105	0.2044	0
NCGC00357104	0.0093	0
NCGC00260790	0.2234	0
NCGC00260795	0.0198	0
NCGC00357158	0.0044	0
NCGC00260798	0.2271	0
NCGC00261941	0.0251	0
NCGC00357088	0.0025	0
NCGC00357089	0.2668	0
NCGC00261944	0.0367	0
NCGC00261947	0.2454	0
NCGC00357082	0.2197	0
NCGC00261948	0.0398	0
NCGC00357080	0.0126	0
NCGC00261133	0.0242	0
NCGC00357086	0.2056	0
NCGC00357087	0.0181	0
NCGC00357084	0.0026	0
NCGC00357085	0.2054	0
NCGC00260708	0.2072	0
NCGC00260703	0.0140	0
NCGC00260706	0.0213	0
NCGC00260707	0.0201	0
NCGC00356959	0.0055	0
NCGC00356958	0.2105	0
NCGC00356953	0.0344	0
NCGC00356952	0.0116	0
NCGC00356951	0.2039	0
NCGC00356950	0.0074	0
NCGC00356957	0.0216	0
NCGC00356956	0.0212	0
NCGC00356955	0.0155	0
NCGC00356954	0.2043	0
NCGC00357257	0.0076	0
NCGC00261838	0.0223	0
NCGC00357259	0.2242	0
NCGC00357258	0.0053	0
NCGC00261835	0.2124	0
NCGC00357256	0.2229	0
NCGC00357255	0.0087	0
NCGC00357254	0.0068	0
NCGC00357253	0.0117	0
NCGC00357252	0.0170	0
NCGC00261833	0.0227	0
NCGC00357250	0.0094	0
NCGC00261426	0.2423	0
NCGC00261935	0.0106	0
NCGC00261424	0.5654	1
NCGC00261423	0.0230	0
NCGC00261420	0.2218	0
NCGC00261933	0.0578	0
NCGC00261545	0.0343	0
NCGC00261544	0.0212	0
NCGC00261541	0.0104	0
NCGC00261939	0.0122	0
NCGC00261542	0.0240	0
NCGC00357251	0.2348	0
NCGC00261261	0.0193	0
NCGC00357110	0.0092	0
NCGC00357111	0.0166	0
NCGC00261682	0.0369	0
NCGC00261683	0.0151	0
NCGC00260840	0.0231	0
NCGC00261686	0.0094	0
NCGC00260846	0.0337	0
NCGC00357114	0.0045	0
NCGC00261332	0.2430	0
NCGC00261333	0.2440	0
NCGC00261330	0.0141	0
NCGC00261336	0.0103	0
NCGC00357117	0.2332	0
NCGC00261053	0.2120	0
NCGC00261052	0.0429	0
NCGC00357170	0.2270	0
NCGC00261119	0.2136	0
NCGC00261057	0.0218	0
NCGC00357177	0.0080	0
NCGC00357174	0.2049	0
NCGC00357175	0.0112	0
NCGC00261113	0.0210	0
NCGC00261110	0.2222	0
NCGC00261058	0.2347	0
NCGC00261611	0.0278	0
NCGC00357230	0.0083	0
NCGC00261619	0.0243	0
NCGC00261752	0.0203	0
NCGC00261201	0.0246	0
NCGC00356986	0.0115	0
NCGC00357127	0.2038	0
NCGC00357126	0.0229	0
NCGC00357129	0.0077	0
NCGC00356997	0.0150	0
NCGC00260990	0.0227	0
NCGC00260993	0.0195	0
NCGC00357048	0.2037	0
NCGC00357079	0.2106	0
NCGC00357078	0.0066	0
NCGC00357073	0.2068	0
NCGC00357072	0.0232	0
NCGC00357071	0.2021	0
NCGC00357070	0.2023	0
NCGC00357077	0.2603	0
NCGC00357076	0.2030	0
NCGC00357075	0.2049	0
NCGC00357074	0.0082	0
NCGC00261451	0.0064	0
NCGC00357213	0.2093	0
NCGC00357212	0.2106	0
NCGC00261873	0.0453	0
NCGC00357210	0.2068	0
NCGC00357217	0.0122	0
NCGC00357216	0.0111	0
NCGC00261877	0.0161	0
NCGC00357214	0.0096	0
NCGC00357219	0.0076	0
NCGC00357218	0.2110	0
NCGC00261503	0.0242	0
NCGC00261507	0.0234	0
NCGC00261506	0.2304	0
NCGC00261662	0.0244	0
NCGC00260757	0.2035	0
NCGC00357289	0.0247	0
NCGC00260751	0.2072	0
NCGC00260696	0.0135	0
NCGC00357281	0.2140	0
NCGC00357282	0.2191	0
NCGC00357283	0.2040	0
NCGC00260692	0.0025	0
NCGC00260693	0.0153	0
NCGC00357286	0.2114	0
NCGC00260691	0.2124	0
NCGC00261480	0.0219	0
NCGC00261487	0.0304	0
NCGC00260881	0.0046	0
NCGC00260889	0.0156	0
NCGC00261804	0.0285	0
NCGC00261802	0.0503	0
NCGC00261475	0.0326	0
NCGC00261474	0.0127	0
NCGC00261808	0.0214	0
NCGC00261470	0.0091	0
NCGC00261473	0.0198	0
NCGC00261577	0.0250	0
NCGC00261578	0.0043	0
NCGC00261579	0.0224	0
NCGC00261254	0.0183	0
NCGC00261398	0.0547	0
NCGC00261399	0.0489	0
NCGC00261395	0.0293	0
NCGC00261390	0.0421	0
NCGC00357162	0.0085	0
NCGC00261392	0.2287	0
NCGC00260834	0.0347	0
NCGC00260833	0.0232	0
NCGC00260830	0.0201	0
NCGC00260831	0.0270	0
NCGC00261657	0.0045	0
NCGC00261713	0.2175	0
NCGC00261716	0.0188	0
NCGC00261717	0.0496	0
NCGC00261718	0.2091	0
NCGC00357002	0.0080	0
NCGC00357003	0.2116	0
NCGC00261028	0.0124	0
NCGC00357001	0.0222	0
NCGC00357006	0.0051	0
NCGC00357007	0.2129	0
NCGC00357004	0.2142	0
NCGC00357005	0.0123	0
NCGC00357008	0.0072	0
NCGC00357009	0.2055	0
NCGC00261026	0.2334	0
NCGC00261025	0.0099	0
NCGC00260957	0.0331	0
NCGC00356943	0.0242	0
NCGC00357200	0.2103	0
NCGC00357136	0.0187	0
NCGC00357137	0.2035	0
NCGC00357134	0.0334	0
NCGC00357135	0.2064	0
NCGC00357132	0.3176	0
NCGC00357133	0.2052	0
NCGC00357130	0.0055	0
NCGC00357131	0.2025	0
NCGC00261624	0.0123	0
NCGC00261627	0.0112	0
NCGC00261620	0.2160	0
NCGC00261153	0.2455	0
NCGC00261150	0.0106	0
NCGC00357139	0.0064	0
NCGC00357000	0.0177	0
NCGC00357095	0.2035	0
NCGC00357094	0.2058	0
NCGC00357097	0.2353	0
NCGC00357096	0.0058	0
NCGC00357091	0.0078	0
NCGC00357090	0.2049	0
NCGC00357093	0.2062	0
NCGC00357092	0.0027	0
NCGC00357099	0.2290	0
NCGC00357098	0.2039	0
NCGC00260713	0.0235	0
NCGC00260716	0.0057	0
NCGC00356966	0.2049	0
NCGC00356967	0.0046	0
NCGC00356964	0.2061	0
NCGC00356965	0.0074	0
NCGC00356962	0.0064	0
NCGC00356963	0.2034	0
NCGC00356960	0.0075	0
NCGC00356961	0.2074	0
NCGC00357019	0.0218	0
NCGC00356968	0.0046	0
NCGC00356974	0.0064	0
NCGC00357015	0.2107	0
NCGC00357268	0.0057	0
NCGC00357269	0.2033	0
NCGC00356988	0.2220	0
NCGC00356989	0.0127	0
NCGC00357014	0.0144	0
NCGC00356984	0.8824	1
NCGC00357263	0.0090	0
NCGC00261842	0.0932	0
NCGC00356987	0.0043	0
NCGC00357266	0.0029	0
NCGC00356981	0.0064	0
NCGC00356982	0.0114	0
NCGC00356983	0.2074	0
NCGC00261926	0.0265	0
NCGC00261924	0.0120	0
NCGC00261921	0.0229	0
NCGC00357172	0.0065	0
NCGC00357173	0.2065	0
NCGC00357171	0.0058	0
NCGC00357245	0.2025	0
NCGC00260876	0.0016	0
NCGC00357176	0.0109	0
NCGC00260875	0.0275	0
NCGC00261691	0.0263	0
NCGC00261693	0.0201	0
NCGC00260871	0.2229	0
NCGC00261286	0.0154	0
NCGC00261787	0.0214	0
NCGC00261327	0.0172	0
NCGC00357280	0.0391	0
NCGC00261321	0.2112	0
NCGC00261289	0.2063	0
NCGC00261446	0.0244	0
NCGC00261440	0.0105	0
NCGC00261441	0.0255	0
NCGC00357169	0.0093	0
NCGC00357207	0.8390	1
NCGC00357178	0.0081	0
NCGC00357168	0.2049	0
NCGC00357179	0.0021	0
NCGC00261101	0.0261	0
NCGC00357041	0.2239	0
NCGC00261260	0.2343	0
NCGC00261108	0.0198	0
NCGC00260911	0.2248	0
NCGC00260910	0.0328	0
NCGC00357166	0.0119	0
NCGC00261192	0.0384	0
NCGC00261190	0.0246	0
NCGC00261663	0.2287	0
NCGC00357163	0.2081	0
NCGC00261744	0.0211	0
NCGC00261215	0.0315	0
NCGC00357273	0.0069	0
NCGC00356998	0.0144	0
NCGC00261161	0.0093	0
NCGC00357190	0.0060	0
NCGC00357191	0.2044	0
NCGC00357193	0.2029	0
NCGC00357194	0.2048	0
NCGC00357195	0.0067	0
NCGC00357196	0.2111	0
NCGC00357197	0.0064	0
NCGC00357198	0.2024	0
NCGC00357199	0.2068	0
NCGC00357206	0.0114	0
NCGC00260962	0.0185	0
NCGC00356993	0.0212	0
NCGC00357278	0.0049	0
NCGC00357046	0.2071	0
NCGC00357047	0.2049	0
NCGC00357044	0.0203	0
NCGC00357045	0.0141	0
NCGC00357042	0.0021	0
NCGC00357043	0.0071	0
NCGC00357040	0.2144	0
NCGC00261069	0.0183	0
NCGC00357165	0.2212	0
NCGC00357164	0.0080	0
NCGC00357167	0.0092	0
NCGC00261065	0.0289	0
NCGC00357161	0.2077	0
NCGC00357160	0.0136	0
NCGC00261060	0.0136	0
NCGC00357049	0.0083	0
NCGC00357285	0.0133	0
NCGC00357228	0.0058	0
NCGC00357229	0.2138	0
NCGC00357226	0.0036	0
NCGC00357227	0.0277	0
NCGC00357224	0.2083	0
NCGC00357225	0.0031	0
NCGC00357222	0.0021	0
NCGC00261910	0.0224	0
NCGC00357220	0.2291	0
NCGC00357223	0.0041	0
NCGC00357221	0.0222	0
NCGC00261155	0.0262	0
NCGC00356939	0.0050	0
NCGC00357138	0.2033	0
NCGC00261495	0.0344	0
NCGC00261817	0.0228	0
NCGC00261816	0.0265	0
NCGC00261813	0.0299	0
NCGC00261364	0.0090	0
NCGC00261367	0.0227	0
NCGC00261404	0.0226	0
NCGC00261406	0.2105	0
NCGC00261565	0.0293	0
NCGC00261563	0.0339	0
NCGC00261568	0.0270	0
NCGC00356992	0.0282	0
NCGC00261389	0.2305	0
NCGC00261384	0.2297	0
NCGC00261382	0.0499	0
NCGC00261381	0.0330	0
NCGC00261380	0.0235	0
NCGC00260826	0.0072	0
NCGC00260821	0.0147	0
NCGC00260823	0.2103	0
NCGC00260822	0.0235	0
NCGC00261704	0.0223	0
NCGC00357154	0.0106	0
NCGC00357155	0.0128	0
NCGC00261037	0.2198	0
NCGC00357157	0.0422	0
NCGC00357150	0.0106	0
NCGC00261030	0.0109	0
NCGC00357152	0.0404	0
NCGC00357153	0.2051	0
NCGC00356938	0.0104	0
NCGC00261130	0.2196	0
NCGC00357159	0.2046	0
NCGC00260802	0.2057	0
NCGC00260921	0.0088	0
NCGC00357121	0.0150	0
NCGC00357120	0.0084	0
NCGC00357123	0.2148	0
NCGC00357122	0.0064	0
NCGC00357125	0.0030	0
NCGC00357124	0.0103	0
NCGC00261639	0.0170	0
NCGC00261638	0.2232	0
NCGC00261141	0.0164	0
NCGC00357128	0.2131	0
NCGC00261142	0.2260	0
NCGC00261633	0.0128	0
NCGC00261147	0.0115	0
NCGC00261146	0.0084	0
NCGC00260728	0.0177	0
NCGC00356971	0.0055	0
NCGC00356970	0.0039	0
NCGC00356973	0.0077	0
NCGC00356972	0.0023	0
NCGC00356975	0.0025	0
NCGC00357018	0.0046	0
NCGC00356977	0.0111	0
NCGC00356976	0.0097	0
NCGC00356979	0.0022	0
NCGC00356978	0.0050	0
NCGC00357017	0.2379	0
NCGC00357016	0.2032	0
NCGC00357011	0.0182	0
NCGC00357010	0.0166	0
NCGC00357013	0.0130	0
NCGC00357012	0.2194	0
NCGC00357275	0.2118	0
NCGC00357274	0.2105	0
NCGC00357277	0.0075	0
NCGC00357276	0.0056	0
NCGC00357271	0.2286	0
NCGC00357270	0.2025	0
NCGC00356999	0.0145	0
NCGC00357272	0.0049	0
NCGC00261853	0.0337	0
NCGC00356996	0.0029	0
NCGC00356995	0.2355	0
NCGC00356994	0.2111	0
NCGC00357279	0.2054	0
NCGC00261856	0.0128	0
NCGC00356991	0.2112	0
NCGC00356990	0.0070	0
NCGC00261913	0.0151	0
NCGC00261529	0.0174	0
NCGC00261916	0.0165	0
NCGC00357031	0.0065	0
NCGC00261914	0.0366	0
NCGC00261915	0.0278	0
NCGC00261018	0.2173	0
NCGC00260869	0.0221	0
NCGC00357051	0.0096	0
NCGC00260867	0.2173	0
NCGC00260866	0.0210	0
NCGC00261290	0.2269	0
NCGC00261293	0.0197	0
NCGC00261294	0.2109	0
NCGC00261297	0.2207	0
NCGC00261352	0.0294	0
NCGC00261598	0.2035	0
NCGC00261597	0.0303	0
NCGC00356969	0.0051	0
NCGC00261593	0.0203	0
NCGC00261170	0.0188	0
NCGC00261176	0.0028	0
NCGC00261177	0.2062	0
NCGC00261178	0.0293	0
NCGC00261272	0.0236	0
NCGC00261270	0.2127	0
NCGC00261189	0.0223	0
NCGC00357141	0.2087	0
NCGC00260815	0.0274	0
NCGC00260817	0.0110	0
NCGC00260811	0.0173	0
NCGC00261183	0.0185	0
NCGC00261672	0.0080	0
NCGC00261049	0.0244	0
NCGC00261679	0.2016	0
NCGC00261776	0.0328	0
NCGC00357024	0.2063	0
NCGC00357025	0.0063	0
NCGC00357027	0.2015	0
NCGC00261008	0.0389	0
NCGC00261009	0.0323	0
NCGC00357022	0.0067	0
NCGC00357023	0.2072	0
NCGC00261005	0.0126	0
NCGC00261007	0.0196	0
NCGC00357028	0.0733	0
NCGC00357029	0.0199	0
NCGC00261003	0.0115	0
NCGC00357183	0.0072	0
NCGC00357182	0.2027	0
NCGC00357181	0.0196	0
NCGC00357180	0.0245	0
NCGC00357187	0.2003	0
NCGC00357186	0.1999	0
NCGC00357185	0.2177	0
NCGC00357184	0.2031	0
NCGC00357189	0.2127	0
NCGC00357188	0.0100	0
NCGC00357118	0.0253	0
NCGC00261812	0.0232	0
NCGC00260972	0.0396	0
NCGC00260979	0.0129	0
NCGC00261079	0.0215	0
NCGC00357050	0.2186	0
NCGC00357053	0.0059	0
NCGC00357052	0.2067	0
NCGC00357055	0.2082	0
NCGC00357054	0.2057	0
NCGC00357057	0.0163	0
NCGC00357056	0.0124	0
NCGC00261071	0.0280	0
NCGC00357058	0.0099	0
NCGC00357112	0.2069	0
NCGC00357113	0.0079	0
NCGC00261075	0.0106	0
NCGC00357115	0.0027	0
NCGC00357116	0.0069	0
NCGC00261076	0.2219	0
NCGC00357239	0.2013	0
NCGC00357238	0.0221	0
NCGC00260782	0.2337	0
NCGC00260785	0.0221	0
NCGC00357231	0.0097	0
NCGC00260789	0.0188	0
NCGC00357233	0.2063	0
NCGC00357232	0.2017	0
NCGC00357235	0.2077	0
NCGC00357234	0.0086	0
NCGC00357237	0.0228	0
NCGC00357236	0.0073	0
NCGC00261840	0.0061	0
NCGC00356985	0.0018	0
NCGC00357260	0.0075	0
NCGC00261958	0.0213	0
NCGC00357261	0.2051	0
NCGC00260775	0.2066	0
NCGC00356980	0.0105	0
NCGC00260770	0.2067	0
NCGC00357267	0.2035	0
NCGC00356948	0.0264	0
NCGC00356949	0.2066	0
NCGC00357264	0.0111	0
NCGC00356940	0.0087	0
NCGC00356941	0.0039	0
NCGC00356942	0.2115	0
NCGC00357265	0.2029	0
NCGC00356944	0.0195	0
NCGC00356945	0.2054	0
NCGC00356946	0.0093	0
NCGC00356947	0.0071	0
NCGC00357059	0.0040	0
NCGC00357248	0.2083	0
NCGC00357249	0.0180	0
NCGC00357244	0.2155	0
NCGC00261782	0.0215	0
NCGC00357246	0.0054	0
NCGC00357247	0.2058	0
NCGC00357240	0.0095	0
NCGC00357241	0.2063	0
NCGC00357242	0.0163	0
NCGC00357243	0.0097	0
NCGC00261820	0.2333	0
NCGC00261826	0.2245	0
NCGC00261824	0.0124	0
NCGC00261825	0.2232	0
NCGC00261828	0.2254	0
NCGC00357211	0.0045	0
NCGC00261554	0.0223	0
NCGC00357215	0.2012	0
NCGC00261238	0.0154	0
NCGC00260850	0.0227	0
NCGC00260852	0.0247	0
NCGC00261738	0.0227	0
NCGC00261739	0.0523	0
NCGC00260858	0.0301	0
NCGC00261737	0.0386	0
NCGC00261732	0.2321	0
NCGC00261730	0.2182	0
NCGC00261304	0.0297	0
NCGC00357147	0.0045	0
NCGC00357146	0.0036	0
NCGC00357145	0.0066	0
NCGC00357144	0.0083	0
NCGC00357143	0.0032	0
NCGC00357142	0.2030	0
NCGC00261129	0.2116	0
NCGC00357140	0.2038	0
NCGC00261126	0.0066	0
NCGC00261653	0.0351	0
NCGC00261123	0.2183	0
NCGC00357149	0.3809	0
NCGC00357148	0.0188	0
NCGC00357262	0.0117	0
NCGC00261602	0.0202	0
NCGC00261601	0.0173	0
NCGC00261607	0.0293	0
