SampleID	Score	Activity
NCGC00357258	0.2275	0
NCGC00261835	0.0315	0
NCGC00357256	0.0274	0
NCGC00357255	0.2015	0
NCGC00357254	0.0143	0
NCGC00357253	0.2358	0
NCGC00357252	0.2524	0
NCGC00261833	0.0701	0
NCGC00357250	0.2278	0
NCGC00261426	0.0649	0
NCGC00261935	0.0215	0
NCGC00261424	0.0708	0
NCGC00261423	0.0593	0
NCGC00261420	0.0394	0
NCGC00261933	0.0589	0
NCGC00261545	0.0811	0
NCGC00261544	0.0398	0
NCGC00261541	0.0331	0
NCGC00261939	0.0471	0
NCGC00261542	0.0392	0
NCGC00357251	0.2566	0
NCGC00261261	0.0414	0
NCGC00357110	0.0413	0
NCGC00357111	0.2653	0
NCGC00261682	0.0506	0
NCGC00261683	0.0411	0
NCGC00260840	0.0545	0
NCGC00261686	0.0181	0
NCGC00260846	0.2285	0
NCGC00357114	0.0202	0
NCGC00261332	0.2773	0
NCGC00261333	0.0671	0
NCGC00261330	0.0341	0
NCGC00261336	0.0319	0
NCGC00357117	0.0574	0
NCGC00261053	0.2266	0
NCGC00261052	0.0738	0
NCGC00357170	0.0454	0
NCGC00261119	0.0416	0
NCGC00261057	0.0407	0
NCGC00357177	0.2322	0
NCGC00357174	0.0111	0
NCGC00357175	0.0335	0
NCGC00261113	0.0305	0
NCGC00261110	0.0672	0
NCGC00261058	0.2796	0
NCGC00261611	0.0587	0
NCGC00357230	0.0292	0
NCGC00261619	0.0472	0
NCGC00261752	0.0657	0
NCGC00261201	0.2400	0
NCGC00356986	0.2240	0
NCGC00357127	0.0361	0
NCGC00357126	0.2232	0
NCGC00357129	0.0213	0
NCGC00356997	0.0278	0
NCGC00260990	0.2688	0
NCGC00260993	0.0371	0
NCGC00357048	0.0124	0
NCGC00357079	0.0178	0
NCGC00357078	0.0260	0
NCGC00357073	0.2711	0
NCGC00357072	0.2642	0
NCGC00357071	0.0160	0
NCGC00357070	0.0167	0
NCGC00357077	0.0533	0
NCGC00357076	0.0076	0
NCGC00357075	0.2118	0
NCGC00357074	0.0192	0
NCGC00261451	0.0154	0
NCGC00357213	0.0330	0
NCGC00357212	0.0241	0
NCGC00261873	0.1030	0
NCGC00357210	0.0342	0
NCGC00357217	0.0184	0
NCGC00357216	0.0260	0
NCGC00261877	0.0415	0
NCGC00357214	0.0190	0
NCGC00357219	0.2153	0
NCGC00357218	0.0403	0
NCGC00261503	0.0451	0
NCGC00261507	0.0346	0
NCGC00261506	0.0712	0
NCGC00261662	0.1236	0
NCGC00260757	0.0129	0
NCGC00357289	0.0248	0
NCGC00260751	0.0156	0
NCGC00260696	0.2716	0
NCGC00357281	0.0480	0
NCGC00357282	0.2449	0
NCGC00357283	0.0150	0
NCGC00260692	0.0097	0
NCGC00260693	0.0362	0
NCGC00357286	0.0221	0
NCGC00260691	0.2315	0
NCGC00261480	0.0438	0
NCGC00261487	0.0566	0
NCGC00260881	0.0154	0
NCGC00260889	0.2464	0
NCGC00261804	0.0574	0
NCGC00261802	0.0818	0
NCGC00261475	0.0513	0
NCGC00261474	0.0379	0
NCGC00261808	0.0279	0
NCGC00261470	0.0243	0
NCGC00261473	0.0367	0
NCGC00261577	0.0697	0
NCGC00261578	0.2261	0
NCGC00261579	0.0456	0
NCGC00261254	0.0527	0
NCGC00261398	0.0604	0
NCGC00261399	0.2785	0
NCGC00261395	0.0910	0
NCGC00261390	0.0483	0
NCGC00357162	0.0142	0
NCGC00261392	0.1850	0
NCGC00260834	0.0681	0
NCGC00260833	0.0521	0
NCGC00260830	0.0538	0
NCGC00260831	0.0502	0
NCGC00261657	0.0127	0
NCGC00261713	0.2515	0
NCGC00261716	0.0400	0
NCGC00261717	0.0797	0
NCGC00261718	0.2166	0
NCGC00357002	0.0198	0
NCGC00357003	0.0262	0
NCGC00261028	0.0479	0
NCGC00357001	0.0467	0
NCGC00357006	0.0195	0
NCGC00357007	0.0453	0
NCGC00357004	0.0582	0
NCGC00357005	0.0244	0
NCGC00357008	0.0161	0
NCGC00357009	0.0154	0
NCGC00261026	0.3014	0
NCGC00261025	0.0289	0
NCGC00260957	0.3778	0
NCGC00356943	0.0484	0
NCGC00357200	0.2138	0
NCGC00357136	0.0092	0
NCGC00357137	0.2195	0
NCGC00357134	0.0787	0
NCGC00357135	0.0143	0
NCGC00357132	0.0639	0
NCGC00357133	0.0162	0
NCGC00357130	0.0148	0
NCGC00357131	0.0112	0
NCGC00261624	0.0331	0
NCGC00261627	0.2494	0
NCGC00261620	0.2466	0
NCGC00261153	0.0628	0
NCGC00261150	0.2579	0
NCGC00357139	0.2208	0
NCGC00357000	0.0337	0
NCGC00357095	0.0272	0
NCGC00357094	0.0234	0
NCGC00357097	0.4684	0
NCGC00357096	0.2320	0
NCGC00357091	0.0508	0
NCGC00357090	0.0111	0
NCGC00357093	0.0597	0
NCGC00357092	0.0308	0
NCGC00357099	0.7711	1
NCGC00357098	0.0156	0
NCGC00260713	0.0561	0
NCGC00260716	0.0116	0
NCGC00356966	0.0159	0
NCGC00356967	0.0175	0
NCGC00356964	0.0730	0
NCGC00356965	0.0800	0
NCGC00356962	0.0149	0
NCGC00356963	0.2103	0
NCGC00356960	0.0220	0
NCGC00356961	0.0154	0
NCGC00357019	0.0353	0
NCGC00356968	0.0149	0
NCGC00356974	0.0146	0
NCGC00357015	0.0274	0
NCGC00357268	0.0319	0
NCGC00357269	0.0104	0
NCGC00356988	0.2515	0
NCGC00356989	0.0473	0
NCGC00357014	0.0245	0
NCGC00356984	0.9624	1
NCGC00357263	0.0227	0
NCGC00261842	0.0355	0
NCGC00356987	0.2143	0
NCGC00357266	0.0109	0
NCGC00356981	0.0199	0
NCGC00356982	0.0295	0
NCGC00356983	0.2616	0
NCGC00261926	0.0658	0
NCGC00261924	0.0341	0
NCGC00261921	0.0618	0
NCGC00357172	0.0182	0
NCGC00357173	0.0153	0
NCGC00357171	0.2154	0
NCGC00357245	0.0232	0
NCGC00260876	0.0159	0
NCGC00357176	0.2238	0
NCGC00260875	0.0670	0
NCGC00261691	0.0420	0
NCGC00261693	0.0452	0
NCGC00260871	0.2700	0
NCGC00261286	0.0199	0
NCGC00261787	0.0346	0
NCGC00261327	0.0283	0
NCGC00357280	0.0427	0
NCGC00261321	0.2404	0
NCGC00261289	0.0168	0
NCGC00261446	0.0511	0
NCGC00261440	0.2066	0
NCGC00261441	0.0756	0
NCGC00357169	0.0248	0
NCGC00357207	0.9483	1
NCGC00357178	0.0205	0
NCGC00357168	0.0341	0
NCGC00357179	0.0138	0
NCGC00261101	0.0505	0
NCGC00357041	0.0263	0
NCGC00261260	0.0809	0
NCGC00261108	0.0399	0
NCGC00260911	0.0488	0
NCGC00260910	0.2656	0
NCGC00357166	0.0191	0
NCGC00261192	0.0647	0
NCGC00261190	0.0646	0
NCGC00261663	0.0611	0
NCGC00357163	0.0220	0
NCGC00261744	0.0463	0
NCGC00261215	0.2775	0
NCGC00357273	0.2202	0
NCGC00356998	0.1129	0
NCGC00261161	0.2404	0
NCGC00357190	0.0248	0
NCGC00357191	0.2284	0
NCGC00357193	0.0104	0
NCGC00357194	0.0191	0
NCGC00357195	0.0237	0
NCGC00357196	0.2399	0
NCGC00357197	0.0191	0
NCGC00357198	0.0129	0
NCGC00357199	0.2288	0
NCGC00357206	0.0431	0
NCGC00260962	0.1637	0
NCGC00356993	0.0364	0
NCGC00357278	0.2220	0
NCGC00357046	0.0331	0
NCGC00357047	0.0111	0
NCGC00357044	0.0165	0
NCGC00357045	0.2322	0
NCGC00357042	0.0120	0
NCGC00357043	0.0218	0
NCGC00357040	0.2131	0
NCGC00261069	0.0551	0
NCGC00357165	0.0542	0
NCGC00357164	0.0247	0
NCGC00357167	0.2190	0
NCGC00261065	0.2615	0
NCGC00357161	0.0165	0
NCGC00357160	0.0771	0
NCGC00261060	0.0240	0
NCGC00357049	0.0284	0
NCGC00357285	0.0336	0
NCGC00357228	0.0215	0
NCGC00357229	0.0406	0
NCGC00357226	0.0468	0
NCGC00357227	0.0315	0
NCGC00357224	0.0170	0
NCGC00357225	0.0172	0
NCGC00357222	0.2314	0
NCGC00261910	0.0830	0
NCGC00357220	0.2559	0
NCGC00357223	0.0144	0
NCGC00357221	0.2276	0
NCGC00261155	0.0411	0
NCGC00356939	0.0334	0
NCGC00357138	0.0119	0
NCGC00261495	0.0438	0
NCGC00261817	0.0314	0
NCGC00261816	0.0440	0
NCGC00261813	0.0629	0
NCGC00261364	0.0196	0
NCGC00261367	0.0354	0
NCGC00261404	0.0565	0
NCGC00261406	0.0226	0
NCGC00261565	0.0504	0
NCGC00261563	0.0732	0
NCGC00261568	0.0509	0
NCGC00356992	0.0529	0
NCGC00261389	0.2603	0
NCGC00261384	0.2527	0
NCGC00261382	0.0744	0
NCGC00261381	0.2595	0
NCGC00261380	0.0498	0
NCGC00260826	0.1670	0
NCGC00260821	0.0313	0
NCGC00260823	0.2243	0
NCGC00260822	0.0438	0
NCGC00261704	0.2589	0
NCGC00357154	0.0886	0
NCGC00357155	0.0467	0
NCGC00261037	0.0331	0
NCGC00357157	0.0107	0
NCGC00357150	0.2200	0
NCGC00261030	0.0359	0
NCGC00357152	0.0457	0
NCGC00357153	0.0275	0
NCGC00356938	0.2146	0
NCGC00261130	0.0831	0
NCGC00357159	0.0199	0
NCGC00260802	0.0207	0
NCGC00260921	0.2487	0
NCGC00357121	0.2308	0
NCGC00357120	0.0285	0
NCGC00357123	0.0343	0
NCGC00357122	0.0320	0
NCGC00357125	0.0145	0
NCGC00357124	0.0200	0
NCGC00261639	0.0422	0
NCGC00261638	0.2658	0
NCGC00261141	0.0473	0
NCGC00357128	0.2443	0
NCGC00261142	0.2731	0
NCGC00261633	0.0441	0
NCGC00261147	0.0378	0
NCGC00261146	0.2253	0
NCGC00260728	0.0349	0
NCGC00356971	0.0196	0
NCGC00356970	0.0265	0
NCGC00356973	0.0196	0
NCGC00356972	0.0186	0
NCGC00356975	0.0125	0
NCGC00357018	0.0201	0
NCGC00356977	0.0180	0
NCGC00356976	0.1895	0
NCGC00356979	0.0119	0
NCGC00356978	0.2161	0
NCGC00357017	0.2701	0
NCGC00357016	0.0171	0
NCGC00357011	0.0433	0
NCGC00357010	0.0374	0
NCGC00357013	0.0291	0
NCGC00357012	0.2375	0
NCGC00357275	0.0646	0
NCGC00357274	0.2241	0
NCGC00357277	0.0983	0
NCGC00357276	0.2164	0
NCGC00357271	0.2568	0
NCGC00357270	0.0156	0
NCGC00356999	0.0350	0
NCGC00357272	0.2375	0
NCGC00261853	0.0650	0
NCGC00356996	0.0119	0
NCGC00356995	0.2273	0
NCGC00356994	0.0231	0
NCGC00357279	0.0534	0
NCGC00261856	0.0327	0
NCGC00356991	0.0536	0
NCGC00356990	0.0320	0
NCGC00261913	0.0391	0
NCGC00261529	0.0370	0
NCGC00261916	0.0536	0
NCGC00357031	0.0176	0
NCGC00261914	0.0648	0
NCGC00261915	0.0553	0
NCGC00261018	0.0308	0
NCGC00260869	0.0593	0
NCGC00357051	0.2417	0
NCGC00260867	0.0535	0
NCGC00260866	0.0457	0
NCGC00261290	0.0447	0
NCGC00261293	0.0520	0
NCGC00261294	0.0216	0
NCGC00261297	0.2476	0
NCGC00261352	0.0679	0
NCGC00261598	0.0058	0
NCGC00261597	0.0649	0
NCGC00356969	0.0195	0
NCGC00261593	0.0466	0
NCGC00261170	0.0462	0
NCGC00261176	0.2256	0
NCGC00261177	0.0283	0
NCGC00261178	0.2703	0
NCGC00261272	0.3028	0
NCGC00261270	0.2741	0
NCGC00261189	0.0399	0
NCGC00357141	0.1622	0
NCGC00260815	0.0614	0
NCGC00260817	0.0182	0
NCGC00260811	0.0407	0
NCGC00261183	0.0541	0
NCGC00261672	0.0299	0
NCGC00261049	0.0596	0
NCGC00261679	0.0324	0
NCGC00261776	0.0541	0
NCGC00357024	0.0168	0
NCGC00357025	0.0144	0
NCGC00357027	0.0144	0
NCGC00261008	0.0578	0
NCGC00261009	0.0535	0
NCGC00357022	0.0242	0
NCGC00357023	0.1058	0
NCGC00261005	0.0245	0
NCGC00261007	0.0347	0
NCGC00357028	0.0165	0
NCGC00357029	0.0479	0
NCGC00261003	0.0151	0
NCGC00357183	0.2230	0
NCGC00357182	0.0101	0
NCGC00357181	0.0627	0
NCGC00357180	0.0559	0
NCGC00357187	0.0906	0
NCGC00357186	0.0114	0
NCGC00357185	0.2325	0
NCGC00357184	0.0150	0
NCGC00357189	0.0189	0
NCGC00357188	0.0700	0
NCGC00357118	0.0749	0
NCGC00261812	0.2642	0
NCGC00260972	0.2507	0
NCGC00260979	0.0276	0
NCGC00261079	0.0377	0
NCGC00357050	0.0291	0
NCGC00357053	0.0229	0
NCGC00357052	0.0984	0
NCGC00357055	0.0257	0
NCGC00357054	0.0412	0
NCGC00357057	0.0491	0
NCGC00357056	0.0208	0
NCGC00261071	0.0625	0
NCGC00357058	0.2325	0
NCGC00357112	0.0167	0
NCGC00357113	0.0244	0
NCGC00261075	0.0462	0
NCGC00357115	0.0324	0
NCGC00357116	0.1444	0
NCGC00261076	0.0379	0
NCGC00357239	0.0095	0
NCGC00357238	0.0535	0
NCGC00260782	0.0449	0
NCGC00260785	0.0566	0
NCGC00357231	0.0607	0
NCGC00260789	0.0388	0
NCGC00357233	0.0168	0
NCGC00357232	0.0226	0
NCGC00357235	0.0175	0
NCGC00357234	0.2366	0
NCGC00357237	0.0383	0
NCGC00357236	0.0159	0
NCGC00261840	0.0300	0
NCGC00356985	0.0115	0
NCGC00357260	0.0150	0
NCGC00261958	0.0426	0
NCGC00357261	0.2180	0
NCGC00260775	0.2129	0
NCGC00356980	0.0414	0
NCGC00260770	0.0287	0
NCGC00357267	0.0167	0
NCGC00356948	0.0408	0
NCGC00356949	0.0552	0
NCGC00357264	0.3846	0
NCGC00356940	0.0333	0
NCGC00356941	0.0154	0
NCGC00356942	0.2503	0
NCGC00357265	0.2189	0
NCGC00356944	0.0240	0
NCGC00356945	0.0138	0
NCGC00356946	0.0180	0
NCGC00356947	0.0297	0
NCGC00357059	0.2188	0
NCGC00357248	0.0202	0
NCGC00357249	0.2487	0
NCGC00357244	0.0068	0
NCGC00261782	0.0470	0
NCGC00357246	0.0171	0
NCGC00357247	0.2097	0
NCGC00357240	0.0185	0
NCGC00357241	0.0168	0
NCGC00357242	0.0665	0
NCGC00357243	0.0225	0
NCGC00261820	0.0498	0
NCGC00261826	0.0494	0
NCGC00261824	0.1731	0
NCGC00261825	0.2842	0
NCGC00261828	0.0504	0
NCGC00357211	0.0140	0
NCGC00261554	0.0440	0
NCGC00357215	0.2206	0
NCGC00261238	0.0396	0
NCGC00260850	0.0365	0
NCGC00260852	0.0412	0
NCGC00261738	0.0497	0
NCGC00261739	0.0771	0
NCGC00260858	0.0712	0
NCGC00261737	0.0958	0
NCGC00261732	0.0184	0
NCGC00261730	0.0343	0
NCGC00261304	0.1093	0
NCGC00357147	0.0160	0
NCGC00357146	0.0561	0
NCGC00357145	0.0156	0
NCGC00357144	0.0457	0
NCGC00357143	0.0165	0
NCGC00357142	0.0159	0
NCGC00261129	0.0265	0
NCGC00357140	0.0148	0
NCGC00261126	0.0164	0
NCGC00261653	0.0592	0
NCGC00261123	0.2509	0
NCGC00357149	0.0416	0
NCGC00357148	0.0648	0
NCGC00357262	0.0346	0
NCGC00261602	0.0331	0
NCGC00261601	0.0525	0
NCGC00261607	0.0633	0
