SampleID	Score	Activity
NCGC00261624	0.0994	0
NCGC00261627	0.0977	0
NCGC00261620	0.3011	0
NCGC00261153	0.3427	0
NCGC00261150	0.4202	0
NCGC00357139	0.0405	0
NCGC00357000	0.0814	0
NCGC00357095	0.1268	0
NCGC00357094	0.0540	0
NCGC00357097	0.2796	0
NCGC00357096	0.1690	0
NCGC00357091	0.5267	1
NCGC00357090	0.0023	0
NCGC00357093	0.0650	0
NCGC00357092	0.0116	0
NCGC00357099	0.9683	1
NCGC00357098	0.1109	0
NCGC00260713	0.1673	0
NCGC00260716	0.0076	0
NCGC00356966	0.1225	0
NCGC00356967	0.7508	1
NCGC00356964	0.0267	0
NCGC00356965	0.4186	0
NCGC00356962	0.0151	0
NCGC00356963	0.0226	0
NCGC00356960	0.0123	0
NCGC00356961	0.0193	0
NCGC00357019	0.4291	0
NCGC00356968	0.0138	0
NCGC00356974	0.0154	0
NCGC00357015	0.0261	0
NCGC00357268	0.3072	0
NCGC00357269	0.0053	0
NCGC00356988	0.3216	0
NCGC00356989	0.4218	0
NCGC00357014	0.4836	0
NCGC00356984	0.9626	1
NCGC00357263	0.2160	0
NCGC00261842	0.1260	0
NCGC00356987	0.0149	0
NCGC00357266	0.0196	0
NCGC00356981	0.0156	0
NCGC00356982	0.0442	0
NCGC00356983	0.0728	0
NCGC00261926	0.1830	0
NCGC00261924	0.1836	0
NCGC00261921	0.4397	0
NCGC00357172	0.2310	0
NCGC00357173	0.0141	0
NCGC00357171	0.0153	0
NCGC00357245	0.0279	0
NCGC00260876	0.0051	0
NCGC00357176	0.0590	0
NCGC00260875	0.4119	0
NCGC00261691	0.3985	0
NCGC00261693	0.3694	0
NCGC00260871	0.3964	0
NCGC00261286	0.0883	0
NCGC00261787	0.3008	0
NCGC00261327	0.0809	0
NCGC00357280	0.4587	0
NCGC00261321	0.2090	0
NCGC00261289	0.0253	0
NCGC00261446	0.3506	0
NCGC00261440	0.0301	0
NCGC00261441	0.1171	0
NCGC00357169	0.0179	0
NCGC00357207	0.7499	1
NCGC00357178	0.3831	0
NCGC00357168	0.0076	0
NCGC00357179	0.0218	0
NCGC00261101	0.1224	0
NCGC00357041	0.0129	0
NCGC00261260	0.4750	0
NCGC00261108	0.1054	0
NCGC00260911	0.3757	0
NCGC00260910	0.4054	0
NCGC00357166	0.0168	0
NCGC00261192	0.3758	0
NCGC00261190	0.4412	0
NCGC00261663	0.3926	0
NCGC00357163	0.0885	0
NCGC00261744	0.3859	0
NCGC00261215	0.3546	0
NCGC00357273	0.1687	0
NCGC00356998	0.1045	0
NCGC00261161	0.0881	0
NCGC00357190	0.0552	0
NCGC00357191	0.3494	0
NCGC00357193	0.0059	0
NCGC00357194	0.0298	0
NCGC00357195	0.0459	0
NCGC00357196	0.2334	0
NCGC00357197	0.0175	0
NCGC00357198	0.0150	0
NCGC00357199	0.0261	0
NCGC00357206	0.0968	0
NCGC00260962	0.5671	1
NCGC00356993	0.1632	0
NCGC00357278	0.0292	0
NCGC00357046	0.1393	0
NCGC00357047	0.0023	0
NCGC00357044	0.3301	0
NCGC00357045	0.6389	1
NCGC00357042	0.0088	0
NCGC00357043	0.0241	0
NCGC00357040	0.0147	0
NCGC00261069	0.2094	0
NCGC00357165	0.0548	0
NCGC00357164	0.0224	0
NCGC00357167	0.3613	0
NCGC00261065	0.4713	0
NCGC00357161	0.0284	0
NCGC00357160	0.0663	0
NCGC00261060	0.0630	0
NCGC00357049	0.2561	0
NCGC00357285	0.0670	0
NCGC00357228	0.0378	0
NCGC00357229	0.0585	0
NCGC00357226	0.1068	0
NCGC00357227	0.1274	0
NCGC00357224	0.1276	0
NCGC00357225	0.0154	0
NCGC00357222	0.0217	0
NCGC00261910	0.3623	0
NCGC00357220	0.0651	0
NCGC00357223	0.0721	0
NCGC00357221	0.0724	0
NCGC00261155	0.1263	0
NCGC00356939	0.5353	1
NCGC00357138	0.0119	0
NCGC00261495	0.4242	0
NCGC00261817	0.1116	0
NCGC00261816	0.3376	0
NCGC00261813	0.3786	0
NCGC00261364	0.0861	0
NCGC00261367	0.3499	0
NCGC00261404	0.3395	0
NCGC00261406	0.0553	0
NCGC00261565	0.3268	0
NCGC00261563	0.3535	0
NCGC00261568	0.3684	0
NCGC00356992	0.3311	0
NCGC00261389	0.3687	0
NCGC00261384	0.3485	0
NCGC00261382	0.3954	0
NCGC00261381	0.3803	0
NCGC00261380	0.1057	0
NCGC00260826	0.0107	0
NCGC00260821	0.2729	0
NCGC00260823	0.0241	0
NCGC00260822	0.1407	0
NCGC00261704	0.2864	0
NCGC00357154	0.1591	0
NCGC00357155	0.5666	1
NCGC00261037	0.2961	0
NCGC00357157	0.0005	0
NCGC00357150	0.0226	0
NCGC00261030	0.2115	0
NCGC00357152	0.0146	0
NCGC00357153	0.1547	0
NCGC00356938	0.0389	0
NCGC00261130	0.5577	1
NCGC00357159	0.0200	0
NCGC00260802	0.0313	0
NCGC00260921	0.4983	0
NCGC00357121	0.2372	0
NCGC00357120	0.0315	0
NCGC00357123	0.1549	0
NCGC00357122	0.0487	0
NCGC00357125	0.0133	0
NCGC00357124	0.0267	0
NCGC00261639	0.3116	0
NCGC00261638	0.3690	0
NCGC00261141	0.4544	0
NCGC00357128	0.1399	0
NCGC00261142	0.1619	0
NCGC00261633	0.0926	0
NCGC00261147	0.1012	0
NCGC00261146	0.0457	0
NCGC00260728	0.0823	0
NCGC00356971	0.0221	0
NCGC00356970	0.3948	0
NCGC00356973	0.0255	0
NCGC00356972	0.0066	0
NCGC00356975	0.0451	0
NCGC00357018	0.7138	1
NCGC00356977	0.2525	0
NCGC00356976	0.0670	0
NCGC00356979	0.0136	0
NCGC00356978	0.1095	0
NCGC00357017	0.6809	1
NCGC00357016	0.0160	0
NCGC00357011	0.5981	1
NCGC00357010	0.1562	0
NCGC00357013	0.1117	0
NCGC00357012	0.4446	0
NCGC00357275	0.3068	0
NCGC00357274	0.0371	0
NCGC00357277	0.0586	0
NCGC00357276	0.0177	0
NCGC00357271	0.5688	1
NCGC00357270	0.0078	0
NCGC00356999	0.0407	0
NCGC00357272	0.0227	0
NCGC00261853	0.5480	1
NCGC00356996	0.0022	0
NCGC00356995	0.0842	0
NCGC00356994	0.4874	0
NCGC00357279	0.0186	0
NCGC00261856	0.1306	0
NCGC00356991	0.3597	0
NCGC00356990	0.9680	1
NCGC00261913	0.3188	0
NCGC00261529	0.3358	0
NCGC00261916	0.2838	0
NCGC00357031	0.0293	0
NCGC00261914	0.3351	0
NCGC00261915	0.3698	0
NCGC00261018	0.3166	0
NCGC00260869	0.3565	0
NCGC00357051	0.2639	0
NCGC00260867	0.0590	0
NCGC00260866	0.3415	0
NCGC00261290	0.3536	0
NCGC00261293	0.1182	0
NCGC00261294	0.0441	0
NCGC00261297	0.1610	0
NCGC00261352	0.4874	0
NCGC00261598	0.0015	0
NCGC00261597	0.4579	0
NCGC00356969	0.0426	0
NCGC00261593	0.1517	0
NCGC00261170	0.1389	0
NCGC00261176	0.0219	0
NCGC00261177	0.0112	0
NCGC00261178	0.4116	0
NCGC00261272	0.3785	0
NCGC00261270	0.3179	0
NCGC00261189	0.1317	0
NCGC00357141	0.1223	0
NCGC00260815	0.3695	0
NCGC00260817	0.0658	0
NCGC00260811	0.3306	0
NCGC00261183	0.3497	0
NCGC00261672	0.1002	0
NCGC00261049	0.3979	0
NCGC00261679	0.3249	0
NCGC00261776	0.3701	0
NCGC00357024	0.0253	0
NCGC00357025	0.0255	0
NCGC00357027	0.0122	0
NCGC00261008	0.3413	0
NCGC00261009	0.3836	0
NCGC00357022	0.0589	0
NCGC00357023	0.2765	0
NCGC00261005	0.0355	0
NCGC00261007	0.0698	0
NCGC00357028	0.4208	0
NCGC00357029	0.3853	0
NCGC00261003	0.0340	0
NCGC00357183	0.0880	0
NCGC00357182	0.0065	0
NCGC00357181	0.3971	0
NCGC00357180	0.4504	0
NCGC00357187	0.0808	0
NCGC00357186	0.0335	0
NCGC00357185	0.0564	0
NCGC00357184	0.0042	0
NCGC00357189	0.9958	1
NCGC00357188	0.0840	0
NCGC00357118	0.3860	0
NCGC00261812	0.4099	0
NCGC00260972	0.1458	0
NCGC00260979	0.0448	0
NCGC00261079	0.0922	0
NCGC00357050	0.0493	0
NCGC00357053	0.0608	0
NCGC00357052	0.2709	0
NCGC00357055	0.1683	0
NCGC00357054	0.1260	0
NCGC00357057	0.4583	0
NCGC00357056	0.2897	0
NCGC00261071	0.3845	0
NCGC00357058	0.3417	0
NCGC00357112	0.0161	0
NCGC00357113	0.0544	0
NCGC00261075	0.2075	0
NCGC00357115	0.0084	0
NCGC00357116	0.0169	0
NCGC00261076	0.0849	0
NCGC00357239	0.0007	0
NCGC00357238	0.1199	0
NCGC00260782	0.0578	0
NCGC00260785	0.3712	0
NCGC00357231	0.1554	0
NCGC00260789	0.2821	0
NCGC00357233	0.0253	0
NCGC00357232	0.0035	0
NCGC00357235	0.0224	0
NCGC00357234	0.1278	0
NCGC00357237	0.3258	0
NCGC00357236	0.0294	0
NCGC00261840	0.0241	0
NCGC00356985	0.0148	0
NCGC00357260	0.0155	0
NCGC00261958	0.1049	0
NCGC00357261	0.0931	0
NCGC00260775	0.0050	0
NCGC00356980	0.0262	0
NCGC00260770	0.0553	0
NCGC00357267	0.0197	0
NCGC00356948	0.1394	0
NCGC00356949	0.5609	1
NCGC00357264	0.2272	0
NCGC00356940	0.1990	0
NCGC00356941	0.0140	0
NCGC00356942	0.8417	1
NCGC00357265	0.0236	0
NCGC00356944	0.0329	0
NCGC00356945	0.0136	0
NCGC00356946	0.3127	0
NCGC00356947	0.0392	0
NCGC00357059	0.0498	0
NCGC00357248	0.0483	0
NCGC00357249	0.4259	0
NCGC00357244	0.0031	0
NCGC00261782	0.3802	0
NCGC00357246	0.1839	0
NCGC00357247	0.0041	0
NCGC00357240	0.0291	0
NCGC00357241	0.0253	0
NCGC00357242	0.3151	0
NCGC00357243	0.1145	0
NCGC00261820	0.0911	0
NCGC00261826	0.1295	0
NCGC00261824	0.0526	0
NCGC00261825	0.4409	0
NCGC00261828	0.4126	0
NCGC00357211	0.0122	0
NCGC00261554	0.1750	0
NCGC00357215	0.0635	0
NCGC00261238	0.1460	0
NCGC00260850	0.1188	0
NCGC00260852	0.1171	0
NCGC00261738	0.1360	0
NCGC00261739	0.4737	0
NCGC00260858	0.5560	1
NCGC00261737	0.4094	0
NCGC00261732	0.0288	0
NCGC00261730	0.1090	0
NCGC00261304	0.4183	0
NCGC00357147	0.0219	0
NCGC00357146	0.2721	0
NCGC00357145	0.0166	0
NCGC00357144	0.1098	0
NCGC00357143	0.0195	0
NCGC00357142	0.0069	0
NCGC00261129	0.0487	0
NCGC00357140	0.7402	1
NCGC00261126	0.0363	0
NCGC00261653	0.2806	0
NCGC00261123	0.4696	0
NCGC00357149	0.4571	0
NCGC00357148	0.4758	0
NCGC00357262	0.4314	0
NCGC00261602	0.3230	0
NCGC00261601	0.2344	0
NCGC00261607	0.1755	0
