Name	Score	Activity
NCGC00357152	0.00781574	0
NCGC00261246	0.001688426	0
NCGC00356948	0.697400129	1
NCGC00261906	0.969837091	1
NCGC00357088	0.002798709	0
NCGC00261342	0.106575897	0
NCGC00357065	0.351047118	0
NCGC00357250	0.048443155	0
NCGC00357255	0.812533144	1
NCGC00261808	0.039032033	0
NCGC00357040	0.042867697	0
NCGC00261627	0.266726974	0
NCGC00261519	0.007074156	0
NCGC00357032	0.069298599	0
NCGC00261924	0.628179169	1
NCGC00356986	0.141722196	0
NCGC00261333	0.819557604	1
NCGC00357011	0.992957669	1
NCGC00357128	0.187076164	0
NCGC00261008	0.003538171	0
NCGC00261162	0.977827977	1
NCGC00357000	0.099560109	0
NCGC00356938	0.057714176	0
NCGC00357176	0.00475823	0
NCGC00261348	0.010093171	0
NCGC00261190	0.380680313	0
NCGC00260972	0.342194221	0
NCGC00357272	0.039081445	0
NCGC00357277	0.0289313	0
NCGC00357271	0.95800735	1
NCGC00260785	0.990635686	1
NCGC00261473	0.076694562	0
NCGC00261683	0.547383109	0
NCGC00261541	0.001132414	0
NCGC00260947	0.191642637	0
NCGC00260692	0.000395331	0
NCGC00357049	0.006373897	0
NCGC00357003	0.032380695	0
NCGC00260696	0.930414693	1
NCGC00261568	0.361427242	0
NCGC00357037	0.089499744	0
NCGC00357083	0.014953091	0
NCGC00357145	0.004012663	0
NCGC00357112	0.020114654	0
NCGC00356970	0.993306505	1
NCGC00261787	0.672253979	1
NCGC00357012	0.995835602	1
NCGC00356994	0.978183747	1
NCGC00261578	0.329424348	0
NCGC00357188	0.544120516	0
NCGC00261321	0.14128391	0
NCGC00260869	0.022776896	0
NCGC00261542	0.988947792	1
NCGC00357281	0.983353169	1
NCGC00356966	0.013267523	0
NCGC00261030	0.70772983	1
NCGC00357127	0.003064009	0
NCGC00261406	0.011362665	0
NCGC00261037	0.110734987	0
NCGC00357022	0.031066886	0
NCGC00261840	0.265804078	0
NCGC00357195	0.008068022	0
NCGC00356976	0.262034286	0
NCGC00357262	0.996367244	1
NCGC00261304	0.868684199	1
NCGC00357116	0.102350256	0
NCGC00356950	0.84361345	1
NCGC00357190	0.053605768	0
NCGC00356977	0.194379707	0
NCGC00261812	0.975673952	1
NCGC00261602	0.027557975	0
NCGC00357270	0.007557456	0
NCGC00357284	0.88778543	1
NCGC00261440	0.024218678	0
NCGC00357111	0.928270668	1
NCGC00261290	0.595909602	0
NCGC00261113	0.000806578	0
NCGC00357178	0.989415761	1
NCGC00261192	0.1376563	0
NCGC00261364	0.001567736	0
NCGC00356942	0.950734407	1
NCGC00357287	0.016774173	0
NCGC00261577	0.963161233	1
NCGC00260889	0.102963415	0
NCGC00357060	0.00544368	0
NCGC00357051	0.92897887	1
NCGC00260980	0.00113622	0
NCGC00357197	0.001587775	0
NCGC00356961	0.069971317	0
NCGC00261716	0.284167786	0
NCGC00357005	0.017624374	0
NCGC00261869	0.014698087	0
NCGC00357038	0.134119506	0
NCGC00261176	0.02658027	0
NCGC00261607	0.006247087	0
NCGC00260706	0.315459355	0
NCGC00357177	0.062747308	0
NCGC00357039	0.006735706	0
NCGC00260962	0.036635541	0
NCGC00261737	0.995207358	1
NCGC00261732	0.006837907	0
NCGC00356959	0.218133268	0
NCGC00260770	0.014486828	0
NCGC00261820	0.008462964	0
NCGC00357132	0.089525828	0
NCGC00260815	0.004217589	0
NCGC00357289	0.128595064	0
NCGC00357072	0.975673952	1
NCGC00261080	0.000118923	0
NCGC00356982	0.05550586	0
NCGC00357142	0.001416829	0
NCGC00357211	0.001663581	0
NCGC00261944	0.264135292	0
NCGC00261005	0.000543638	0
NCGC00357288	0.996018616	1
NCGC00357054	0.026068144	0
NCGC00357023	0.00306551	0
NCGC00356996	0.000967667	0
NCGC00357180	0.993476398	1
NCGC00357150	0.000720702	0
NCGC00261058	0.978792001	1
NCGC00357183	0.869976154	1
NCGC00261718	0.112392492	0
NCGC00261565	0.295468956	0
NCGC00356945	0.001077796	0
NCGC00357258	0.006684831	0
NCGC00261933	0.209109733	0
NCGC00261398	0.081139574	0
NCGC00261057	0.080753043	0
NCGC00357031	0.0183088	0
NCGC00356955	0.993004216	1
NCGC00261076	0.01054586	0
NCGC00261189	0.343094488	0
NCGC00261340	0.678508664	1
NCGC00357274	0.012238224	0
NCGC00357228	0.095726224	0
NCGC00357020	0.062573219	0
NCGC00357279	0.001045545	0
NCGC00261101	0.207792851	0
NCGC00261079	0.007679252	0
NCGC00357087	0.00135744	0
NCGC00356995	0.093743728	0
NCGC00261381	0.791686136	1
NCGC00357234	0.336553872	0
NCGC00261802	0.98872871	1
NCGC00260693	0.004271955	0
NCGC00261693	0.004265175	0
NCGC00261110	0.135560462	0
NCGC00261153	0.002585923	0
NCGC00357286	0.370879081	0
NCGC00260798	0.084486157	0
NCGC00357068	0.001642646	0
NCGC00260957	0.669463368	1
NCGC00357010	0.011984292	0
NCGC00357263	0.660739259	1
NCGC00357058	0.002979742	0
NCGC00357268	0.646400349	1
NCGC00357066	0.004974888	0
NCGC00261503	0.000644052	0
NCGC00261641	0.000118384	0
NCGC00261441	0.000133166	0
NCGC00357115	0.021251703	0
NCGC00357202	0.00915552	0
NCGC00357122	0.316340742	0
NCGC00261165	4.30E-05	0
NCGC00260993	0.106038204	0
NCGC00261475	0.87700661	1
NCGC00261161	0.061444894	0
NCGC00261679	0.791284295	1
NCGC00357121	0.701670519	1
NCGC00261861	0.914555112	1
NCGC00261215	0.514013327	0
NCGC00260871	0.980473501	1
NCGC00357166	0.000970232	0
NCGC00357210	0.015235368	0
NCGC00260691	0.003279814	0
NCGC00357064	0.005697468	0
NCGC00260743	0.001787045	0
NCGC00261782	0.560211977	0
NCGC00261260	0.987674563	1
NCGC00356993	0.33286275	0
NCGC00357046	0.806122869	1
NCGC00357206	0.249827693	0
NCGC00357073	0.297453008	0
NCGC00260823	0.000603872	0
NCGC00260698	0.009073184	0
NCGC00261013	0.023396651	0
NCGC00261426	0.801003345	1
NCGC00357216	0.003054253	0
NCGC00261672	0.003332003	0
NCGC00357021	0.140751119	0
NCGC00357168	0.002625191	0
NCGC00261060	0.00108474	0
NCGC00260852	0.30089837	0
NCGC00357033	0.004319402	0
NCGC00357008	0.004422868	0
NCGC00357269	0.008831971	0
NCGC00261003	0.000571205	0
NCGC00261384	0.577088093	0
NCGC00261177	0.003126602	0
NCGC00260831	0.964350602	1
NCGC00261169	0.240877685	0
NCGC00357096	0.628551327	1
NCGC00261286	0.781229158	1
NCGC00261657	0.008913115	0
NCGC00357248	0.016569055	0
NCGC00357280	0.966331461	1
NCGC00261133	0.487170422	0
NCGC00260846	0.870433184	1
NCGC00357055	0.61851002	1
NCGC00357169	0.003309431	0
NCGC00261554	0.235877851	0
NCGC00356953	0.551431945	0
NCGC00260703	0.004042335	0
NCGC00357159	0.004004888	0
NCGC00261123	0.280269951	0
NCGC00357198	0.026805898	0
NCGC00356971	0.027859005	0
NCGC00261129	0.000978743	0
NCGC00261297	0.275120789	0
NCGC00356968	0.235375003	0
NCGC00261028	0.004877141	0
NCGC00356941	0.008292558	0
NCGC00357108	0.001785931	0
NCGC00357094	0.121100127	0
NCGC00261480	0.049895344	0
NCGC00357146	0.196591275	0
NCGC00357067	0.019062344	0
NCGC00357124	0.038945002	0
NCGC00357063	0.001667101	0
NCGC00261639	0.000944044	0
NCGC00261833	0.963167318	1
NCGC00356988	0.788318035	1
NCGC00357257	0.002726318	0
NCGC00357244	0.000971822	0
NCGC00356947	0.000896778	0
NCGC00357149	0.413120799	0
NCGC00261150	0.083299891	0
NCGC00356960	0.003611214	0
NCGC00357110	0.995995681	1
NCGC00357071	0.017687524	0
NCGC00260910	0.415379374	0
NCGC00261166	0.961863899	1
NCGC00357161	0.017778727	0
NCGC00261119	0.481302428	0
NCGC00357285	0.002866834	0
NCGC00260858	0.914131745	1
NCGC00357052	0.847153328	1
NCGC00260811	0.088289308	0
NCGC00357157	0.002049666	0
NCGC00260757	0.001897372	0
NCGC00357201	0.966676286	1
NCGC00261856	0.402963847	0
NCGC00261813	0.319865541	0
NCGC00261853	0.986878676	1
NCGC00357030	0.000116854	0
NCGC00357151	0.144053648	0
NCGC00357114	0.006289815	0
NCGC00357226	0.085737645	0
NCGC00357185	0.092265782	0
NCGC00260789	0.006254285	0
NCGC00260890	0.023276315	0
NCGC00261254	0.028647544	0
NCGC00357223	0.048368106	0
NCGC00357179	0.002532315	0
NCGC00357283	0.000749235	0
NCGC00260940	0.934386811	1
NCGC00357224	0.782259585	1
NCGC00357123	6.92E-05	0
NCGC00357141	0.015802818	0
NCGC00260875	0.547477971	0
NCGC00261327	0.011883419	0
NCGC00261619	0.948244101	1
NCGC00356946	0.09378318	0
NCGC00357134	0.888934341	1
NCGC00357199	0.040809151	0
NCGC00260990	0.985192903	1
NCGC00357246	0.447663742	0
NCGC00261071	0.492344073	0
NCGC00357212	0.020109725	0
NCGC00261108	0.028729024	0
NCGC00357084	0.037180411	0
NCGC00356981	0.017388959	0
NCGC00261261	0.028202851	0
NCGC00261085	0.004049705	0
NCGC00356989	0.916495204	1
NCGC00261947	0.499106918	0
NCGC00357196	0.955714412	1
NCGC00261141	0.75453155	1
NCGC00261643	0.197561617	0
NCGC00357045	0.893147024	1
NCGC00357225	0.023848788	0
NCGC00261915	0.798011825	1
NCGC00261380	0.149910802	0
NCGC00356957	0.896132141	1
NCGC00261313	0.005475105	0
NCGC00356949	0.937200792	1
NCGC00357213	0.080290185	0
NCGC00357105	0.012010983	0
NCGC00357100	0.00202076	0
NCGC00357249	0.99094855	1
NCGC00261147	0.827117962	1
NCGC00260840	0.000126343	0
NCGC00357004	0.005462826	0
NCGC00261744	0.180833707	0
NCGC00261178	0.982854119	1
NCGC00357137	0.035927113	0
NCGC00356987	0.002965982	0
NCGC00261424	0.953934545	1
NCGC00260850	0.763017307	1
NCGC00357194	0.029915473	0
NCGC00261624	0.017359879	0
NCGC00260731	0.954629027	1
NCGC00357266	0.00767937	0
NCGC00357109	0.998859723	1
NCGC00261816	0.074943791	0
NCGC00357162	0.015938608	0
NCGC00261446	0.456539491	0
NCGC00357243	0.438724858	0
NCGC00357017	0.997142477	1
NCGC00260876	0.005969955	0
NCGC00261939	0.998083877	1
NCGC00261926	0.621614903	1
NCGC00356969	0.016609771	0
NCGC00261349	0.034125351	0
NCGC00261579	0.31324179	0
NCGC00357001	0.015326447	0
NCGC00357208	0.948850693	1
NCGC00261007	0.003726885	0
NCGC00356962	0.160461533	0
NCGC00260948	0.000276874	0
NCGC00261958	0.071280665	0
NCGC00260982	0.015007834	0
NCGC00261597	0.753440088	1
NCGC00261026	0.661421882	1
NCGC00261764	0.988495419	1
NCGC00357091	0.647470287	1
NCGC00357175	0.861192693	1
NCGC00357135	0.54943067	0
NCGC00261903	0.989917731	1
NCGC00261018	0.005104627	0
NCGC00357218	0.994128454	1
NCGC00357275	0.55167718	0
NCGC00357043	0.015331623	0
NCGC00261201	0.005126279	0
NCGC00356997	0.008104436	0
NCGC00356956	0.994828893	1
NCGC00356992	0.192976497	0
NCGC00261804	0.937219969	1
NCGC00261948	0.992977096	1
NCGC00261470	0.03163405	0
NCGC00357273	0.876609899	1
NCGC00261399	0.573212967	0
NCGC00357086	0.003121559	0
NCGC00260867	0.001246035	0
NCGC00261842	0.282697711	0
NCGC00357156	0.763368506	1
NCGC00357077	0.147677362	0
NCGC00357048	0.000382497	0
NCGC00356991	0.905011795	1
NCGC00357158	0.001805966	0
NCGC00260866	0.273260951	0
NCGC00357247	0.004593095	0
NCGC00357148	0.997886168	1
NCGC00261593	0.439321431	0
NCGC00356939	0.989872445	1
NCGC00260834	0.000333783	0
NCGC00357035	0.000721632	0
NCGC00261713	0.895055089	1
NCGC00261146	0.050484311	0
NCGC00357041	0.000436189	0
NCGC00261389	0.010654327	0
NCGC00357027	0.001208335	0
NCGC00356963	3.78E-05	0
NCGC00261343	0.190400108	0
NCGC00357139	0.007498003	0
NCGC00356943	0.213188381	0
NCGC00261941	0.821885356	1
NCGC00261506	0.991126488	1
NCGC00357164	0.001342105	0
NCGC00357019	0.967804794	1
NCGC00356990	0.974521172	1
NCGC00357028	0.973155865	1
NCGC00261423	0.536559929	0
NCGC00261916	0.968295326	1
NCGC00357034	2.53E-05	0
NCGC00260979	0.039890859	0
NCGC00261900	0.918498105	1
NCGC00357080	0.002744602	0
NCGC00261420	0.0244871	0
NCGC00357126	0.878646922	1
NCGC00261913	0.01225391	0
NCGC00356958	0.889819926	1
NCGC00357070	0.003264809	0
NCGC00260775	0.001492373	0
NCGC00357154	0.205589229	0
NCGC00357253	0.277547256	0
NCGC00356999	0.012288214	0
NCGC00357104	0.075837681	0
NCGC00357239	0.000530914	0
NCGC00261474	0.022084676	0
NCGC00261160	0.990473164	1
NCGC00357078	0.002713258	0
NCGC00357075	0.70827182	1
NCGC00356967	0.968469524	1
NCGC00357254	0.000271084	0
NCGC00357186	0.001237857	0
NCGC00261487	0.418425281	0
NCGC00357092	0.00020532	0
NCGC00357256	0.003410329	0
NCGC00357113	0.02791165	0
NCGC00357222	0.001136311	0
NCGC00357282	0.007325531	0
NCGC00261838	0.045236681	0
NCGC00261949	0.002123127	0
NCGC00357042	0.002038959	0
NCGC00357204	0.074076496	0
NCGC00357200	0.000417594	0
NCGC00261882	0.790441982	1
NCGC00261877	0.043497208	0
NCGC00261598	0.000424017	0
NCGC00357155	0.632148619	1
NCGC00357125	0.005324986	0
NCGC00357245	0.002581718	0
NCGC00260892	0.045243019	0
NCGC00260707	0.106739829	0
NCGC00357136	0.00070157	0
NCGC00357050	0.000196171	0
NCGC00261691	0.213986159	0
NCGC00357184	0.00177947	0
NCGC00357082	0.980203853	1
NCGC00261049	0.10326278	0
NCGC00261860	0.997862704	1
NCGC00261776	0.751082606	1
NCGC00261367	0.097170317	0
NCGC00357170	0.058124561	0
NCGC00357232	0.000979787	0
NCGC00357221	0.200342038	0
NCGC00356978	0.233715411	0
NCGC00261510	0.446895295	0
NCGC00261717	0.934120947	1
NCGC00357069	0.002011002	0
NCGC00261545	0.816361398	1
NCGC00357193	0.001807399	0
NCGC00261738	0.078465663	0
NCGC00356964	0.02145914	0
NCGC00261352	0.988185831	1
NCGC00357013	0.606568631	0
NCGC00261130	0.547773314	0
NCGC00357236	0.337511086	0
NCGC00357098	0.224885068	0
NCGC00261332	0.946427782	1
NCGC00356974	0.053901167	0
NCGC00357120	0.007586118	0
NCGC00357129	0.019740779	0
NCGC00261682	0.498791331	0
NCGC00261270	0.197916415	0
NCGC00260881	0.00076434	0
NCGC00261739	0.300636645	0
NCGC00261009	0.276813017	0
NCGC00261910	0.952560476	1
NCGC00261025	0.004584184	0
NCGC00357238	0.744756655	1
NCGC00261170	0.967816893	1
NCGC00261081	0.509858102	0
NCGC00357117	0.762598186	1
NCGC00261620	0.851493754	1
NCGC00357203	0.99940002	1
NCGC00261382	0.777725358	1
NCGC00261390	0.001646512	0
NCGC00261914	0.142362883	0
NCGC00357131	0.004991732	0
NCGC00261921	0.057118058	0
NCGC00261730	0.095096314	0
NCGC00357029	0.699862795	1
NCGC00261019	0.002456932	0
NCGC00261649	0.001935167	0
NCGC00357119	0.002694913	0
NCGC00260790	0.331132812	0
NCGC00357099	0.948850693	1
NCGC00356940	0.989400651	1
