Name	Score	Activity 
NCGC00357116	0.086379622	0
NCGC00356950	0.374118915	0
NCGC00357190	0.272813582	0
NCGC00356977	0.072705857	0
NCGC00261812	0.872739618	1
NCGC00261602	0.522093597	0
NCGC00357270	0.007223225	0
NCGC00357284	0.427831755	0
NCGC00261440	0.116632232	0
NCGC00357111	0.764518603	1
NCGC00261290	0.769662107	1
NCGC00261113	0.512612709	0
NCGC00357178	0.802780861	1
NCGC00261192	0.282590157	0
NCGC00261364	0.021296388	0
NCGC00356942	0.724051962	1
NCGC00357287	0.03349105	0
NCGC00261577	0.907535833	1
NCGC00260889	0.18699191	0
NCGC00357060	0.01377307	0
NCGC00357051	0.927591062	1
NCGC00260980	0.233164111	0
NCGC00357197	0.207614438	0
NCGC00356961	0.041312275	0
NCGC00261716	0.33687974	0
NCGC00357005	0.178214981	0
NCGC00261869	0.096797523	0
NCGC00357038	0.594762703	0
NCGC00261176	0.130591799	0
NCGC00261607	0.428349771	0
NCGC00260706	0.27699952	0
NCGC00357177	0.055134229	0
NCGC00357039	0.018566096	0
NCGC00260962	0.491653383	0
NCGC00261737	0.974885975	1
NCGC00261732	0.025454998	0
NCGC00356959	0.01497616	0
NCGC00260770	0.016830332	0
NCGC00261820	0.245771586	0
NCGC00357132	0.442040487	0
NCGC00260815	0.517353105	0
NCGC00357289	0.158200462	0
NCGC00357072	0.872739618	1
NCGC00261080	0.613627056	1
NCGC00356982	0.71044673	1
NCGC00357142	0.049833228	0
NCGC00357211	0.073578989	0
NCGC00261944	0.746350048	1
NCGC00261005	0.093663394	0
NCGC00357288	0.986970163	1
NCGC00357054	0.416678319	0
NCGC00357023	0.021411046	0
NCGC00356996	0.01117652	0
NCGC00357180	0.908212232	1
NCGC00357150	0.146094206	0
NCGC00261058	0.884135437	1
NCGC00357183	0.122938509	0
NCGC00261718	0.711622896	1
NCGC00261565	0.391397689	0
NCGC00356945	0.008234006	0
NCGC00357258	0.012244811	0
NCGC00261933	0.649912538	1
NCGC00261398	0.904097477	1
NCGC00261057	0.138401967	0
NCGC00357031	0.020172475	0
NCGC00356955	0.839011036	1
NCGC00261076	0.416385473	0
NCGC00261189	0.621015541	1
NCGC00261340	0.931896084	1
NCGC00357274	0.022588456	0
NCGC00357228	0.091389568	0
NCGC00357020	0.024617549	0
NCGC00357279	0.021872853	0
NCGC00261101	0.271204092	0
NCGC00261079	0.412759374	0
NCGC00357087	0.206138139	0
NCGC00356995	0.50695422	0
NCGC00261381	0.751698319	1
NCGC00357234	0.429196192	0
NCGC00261802	0.89547118	1
NCGC00260693	0.088937269	0
NCGC00261693	0.116212214	0
NCGC00261110	0.384871655	0
NCGC00261153	0.301972006	0
NCGC00357286	0.287471532	0
NCGC00260798	0.135605037	0
NCGC00357068	0.015516639	0
NCGC00260957	0.768833478	1
NCGC00357010	0.157667812	0
NCGC00357263	0.045541349	0
NCGC00357058	0.093440834	0
NCGC00357268	0.157724742	0
NCGC00357066	0.160995378	0
NCGC00261503	0.758864143	1
NCGC00261641	0.141871991	0
NCGC00261441	0.212532142	0
NCGC00357115	0.036256465	0
NCGC00357202	0.023746436	0
NCGC00357122	0.177476413	0
NCGC00261165	0.071627261	0
NCGC00260993	0.727993748	1
NCGC00261475	0.61151672	1
NCGC00261161	0.049247406	0
NCGC00261679	0.778746654	1
NCGC00357121	0.585521027	0
NCGC00261861	0.049630919	0
NCGC00261215	0.186994499	0
NCGC00260871	0.593204433	0
NCGC00357166	0.04926054	0
NCGC00357210	0.051446652	0
NCGC00260691	0.158834232	0
NCGC00357064	0.128542622	0
NCGC00260743	0.012184146	0
NCGC00261782	0.843546168	1
NCGC00261260	0.935237614	1
NCGC00356993	0.679719702	1
NCGC00357046	0.432556593	0
NCGC00357206	0.031123163	0
NCGC00357073	0.022800658	0
NCGC00260823	0.115628645	0
NCGC00260698	0.367099085	0
NCGC00261013	0.743507913	1
NCGC00261426	0.829603096	1
NCGC00357216	0.017125856	0
NCGC00261672	0.008787496	0
NCGC00357021	0.34450716	0
NCGC00357168	0.217057038	0
NCGC00261060	0.033993433	0
NCGC00260852	0.233945438	0
NCGC00357033	0.024322249	0
NCGC00357008	0.135320716	0
NCGC00357269	0.029373659	0
NCGC00261003	0.024315895	0
NCGC00261384	0.49032485	0
NCGC00261177	0.088245425	0
NCGC00260831	0.730876488	1
NCGC00261169	0.561984365	0
NCGC00357096	0.172912836	0
NCGC00261286	0.345169474	0
NCGC00261657	0.017712474	0
NCGC00357248	0.177362761	0
NCGC00357280	0.939407879	1
NCGC00261133	0.554828866	0
NCGC00260846	0.491853158	0
NCGC00357055	0.09380746	0
NCGC00357169	0.145278246	0
NCGC00261554	0.70320986	1
NCGC00356953	0.618025923	1
NCGC00260703	0.088003916	0
NCGC00357159	0.007473726	0
NCGC00261123	0.295544643	0
NCGC00357198	0.022837224	0
NCGC00356971	0.036123342	0
NCGC00261129	0.012745752	0
NCGC00261297	0.855303778	1
NCGC00356968	0.196590461	0
NCGC00261028	0.017866274	0
NCGC00356941	0.031375276	0
NCGC00357108	0.025861573	0
NCGC00357094	0.519107142	0
NCGC00261480	0.328353747	0
NCGC00357146	0.675855881	1
NCGC00357067	0.2511418	0
NCGC00357124	0.015731752	0
NCGC00357063	0.008175704	0
NCGC00261639	0.103917594	0
NCGC00261833	0.97690436	1
NCGC00356988	0.713525904	1
NCGC00357257	0.013968079	0
NCGC00357244	0.091743944	0
NCGC00356947	0.263095963	0
NCGC00357149	0.721840323	1
NCGC00261150	0.293260596	0
NCGC00356960	0.081161879	0
NCGC00357110	0.786840641	1
NCGC00357071	0.01300019	0
NCGC00260910	0.196421818	0
NCGC00261166	0.853209879	1
NCGC00357161	0.05906672	0
NCGC00261119	0.65507882	1
NCGC00357285	0.111724106	0
NCGC00260858	0.83670552	1
NCGC00357052	0.25868529	0
NCGC00260811	0.241911225	0
NCGC00357157	0.018195552	0
NCGC00260757	0.125486041	0
NCGC00357201	0.68623898	1
NCGC00261856	0.098494826	0
NCGC00261813	0.580367675	0
NCGC00261853	0.947413215	1
NCGC00357030	0.196092235	0
NCGC00357151	0.535473059	0
NCGC00357114	0.056933781	0
NCGC00357226	0.140721994	0
NCGC00357185	0.398263771	0
NCGC00260789	0.226635623	0
NCGC00260890	0.654835762	1
NCGC00261254	0.086595514	0
NCGC00357223	0.232614888	0
NCGC00357179	0.014794073	0
NCGC00357283	0.087846811	0
NCGC00260940	0.975964313	1
NCGC00357224	0.697840015	1
NCGC00357123	0.188642158	0
NCGC00357141	0.105573367	0
NCGC00260875	0.692316546	1
NCGC00261327	0.244686604	0
NCGC00261619	0.917930103	1
NCGC00356946	0.518970627	0
NCGC00357134	0.921619289	1
NCGC00357199	0.336539235	0
NCGC00260990	0.914314035	1
NCGC00357246	0.380719178	0
NCGC00261071	0.783213691	1
NCGC00357212	0.130406604	0
NCGC00261108	0.67174206	1
NCGC00357084	0.03968173	0
NCGC00356981	0.016719416	0
NCGC00261261	0.08331947	0
NCGC00261085	0.029980887	0
NCGC00356989	0.772547157	1
NCGC00261947	0.723700523	1
NCGC00357196	0.887474329	1
NCGC00261141	0.486491845	0
NCGC00261643	0.688066606	1
NCGC00357045	0.408960818	0
NCGC00357225	0.120364912	0
NCGC00261915	0.495506722	0
NCGC00261380	0.142035347	0
NCGC00356957	0.668473131	1
NCGC00261313	0.011037375	0
NCGC00356949	0.931283869	1
NCGC00357213	0.195128277	0
NCGC00357105	0.274909565	0
NCGC00357100	0.024296395	0
NCGC00357249	0.013640829	0
NCGC00261147	0.00944228	0
NCGC00260840	0.428787149	0
NCGC00357004	0.062133152	0
NCGC00261744	0.090387573	0
NCGC00261178	0.836699621	1
NCGC00357137	0.019597658	0
NCGC00356987	0.144643462	0
NCGC00261424	0.809766129	1
NCGC00260850	0.651260378	1
NCGC00357194	0.10345272	0
NCGC00261624	0.168414984	0
NCGC00260731	0.574268537	0
NCGC00357266	0.02387568	0
NCGC00357109	0.009981588	0
NCGC00261816	0.035059419	0
NCGC00357162	0.033219179	0
NCGC00261446	0.54160994	0
NCGC00357243	0.360912146	0
NCGC00357017	0.905869482	1
NCGC00260876	0.253457563	0
NCGC00261939	0.911225345	1
NCGC00261926	0.528590705	0
NCGC00356969	0.012642374	0
NCGC00261349	0.054892587	0
NCGC00261579	0.699058951	1
NCGC00357001	0.156003626	0
NCGC00357208	0.770571165	1
NCGC00261007	0.132307681	0
NCGC00356962	0.014774624	0
NCGC00260948	0.138472127	0
NCGC00261958	0.47940665	0
NCGC00260982	0.043099509	0
NCGC00261597	0.81777489	1
NCGC00261026	0.899050323	1
NCGC00261764	0.877865231	1
NCGC00357091	0.519096755	0
NCGC00357175	0.813022312	1
NCGC00357135	0.524372985	0
NCGC00261903	0.725812819	1
NCGC00261018	0.105444653	0
NCGC00357218	0.883897589	1
NCGC00357275	0.657835586	1
NCGC00357043	0.070624635	0
NCGC00261201	0.198843638	0
NCGC00356997	0.066700141	0
NCGC00356956	0.45973173	0
NCGC00356992	0.54411199	0
NCGC00261804	0.956573967	1
NCGC00261948	0.954707767	1
NCGC00261470	0.238478511	0
NCGC00357273	0.353966799	0
NCGC00261399	0.725499907	1
NCGC00357086	0.009875248	0
NCGC00260867	0.008403305	0
NCGC00261842	0.168250787	0
NCGC00357156	0.499451746	0
NCGC00357077	0.135592673	0
NCGC00357048	0.011907236	0
NCGC00356991	0.078859563	0
NCGC00357158	0.050028635	0
NCGC00260866	0.761070335	1
NCGC00357247	0.155789661	0
NCGC00357148	0.01453576	0
NCGC00261593	0.37727301	0
NCGC00356939	0.150858511	0
NCGC00260834	0.676101673	1
NCGC00357035	0.033328122	0
NCGC00261713	0.788887604	1
NCGC00261146	0.015427264	0
NCGC00357041	0.063713636	0
NCGC00261389	0.535754561	0
NCGC00357027	0.017182624	0
NCGC00356963	0.010411076	0
NCGC00261343	0.417001059	0
NCGC00357139	0.027741207	0
NCGC00356943	0.415465519	0
NCGC00261941	0.868562624	1
NCGC00261506	0.943706467	1
NCGC00357164	0.090504963	0
NCGC00357019	0.527814591	0
NCGC00356990	0.86091603	1
NCGC00357028	0.66577392	1
NCGC00261423	0.663708388	1
NCGC00261916	0.977889463	1
NCGC00357034	0.268913471	0
NCGC00260979	0.816213475	1
NCGC00261900	0.86388248	1
NCGC00357080	0.058172756	0
NCGC00261420	0.278967822	0
NCGC00357126	0.425952046	0
NCGC00261913	0.03010227	0
NCGC00356958	0.679304894	1
NCGC00357070	0.013995651	0
NCGC00260775	0.034176275	0
NCGC00357154	0.157087296	0
NCGC00357253	0.054597775	0
NCGC00356999	0.162932322	0
NCGC00357104	0.056203877	0
NCGC00357239	0.005385742	0
NCGC00261474	0.195605978	0
NCGC00261160	0.863911756	1
NCGC00357078	0.020351105	0
NCGC00357075	0.150094472	0
NCGC00356967	0.152054152	0
NCGC00357254	0.015041377	0
NCGC00357186	0.015235275	0
NCGC00261487	0.891836608	1
NCGC00357092	0.010391073	0
NCGC00357256	0.16585476	0
NCGC00357113	0.086708482	0
NCGC00357222	0.012165108	0
NCGC00357282	0.043045746	0
NCGC00261838	0.202048658	0
NCGC00261949	0.020678138	0
NCGC00357042	0.0149741	0
NCGC00357204	0.036830207	0
NCGC00357200	0.061531103	0
NCGC00261882	0.965596679	1
NCGC00261877	0.715121459	1
NCGC00261598	0.017559437	0
NCGC00357155	0.377460509	0
NCGC00357125	0.15100051	0
NCGC00357245	0.051612569	0
NCGC00260892	0.503944302	0
NCGC00260707	0.043954288	0
NCGC00357136	0.040376519	0
NCGC00357050	0.009924271	0
NCGC00261691	0.105877066	0
NCGC00357184	0.019886116	0
NCGC00357082	0.787970244	1
NCGC00261049	0.649475247	1
NCGC00261860	0.876058038	1
NCGC00261776	0.905364956	1
NCGC00261367	0.058091136	0
NCGC00357170	0.284130708	0
NCGC00357232	0.013693476	0
NCGC00357221	0.622012943	1
NCGC00356978	0.136883525	0
NCGC00261510	0.84089609	1
NCGC00261717	0.60399917	1
NCGC00357069	0.019551004	0
NCGC00261545	0.83182969	1
NCGC00357193	0.019372085	0
NCGC00261738	0.171427592	0
NCGC00356964	0.148959735	0
NCGC00261352	0.890620719	1
NCGC00357013	0.835510646	1
NCGC00261130	0.874569765	1
NCGC00357236	0.394180741	0
NCGC00357098	0.334343972	0
NCGC00261332	0.862080769	1
NCGC00356974	0.11627145	0
NCGC00357120	0.084582549	0
NCGC00357129	0.157373869	0
NCGC00261682	0.832989746	1
NCGC00261270	0.917454276	1
NCGC00260881	0.01516613	0
NCGC00261739	0.935745774	1
NCGC00261009	0.802099088	1
NCGC00261910	0.720032022	1
NCGC00261025	0.147332054	0
NCGC00357238	0.388521002	0
NCGC00261170	0.51898787	0
NCGC00261081	0.362535975	0
NCGC00357117	0.818939946	1
NCGC00261620	0.82862792	1
NCGC00357203	0.886126787	1
NCGC00261382	0.655804765	1
NCGC00261390	0.055491392	0
NCGC00261914	0.709494743	1
NCGC00357131	0.011461223	0
NCGC00261921	0.13780478	0
NCGC00261730	0.219348705	0
NCGC00357029	0.43407752	0
NCGC00261019	0.110526182	0
NCGC00261649	0.038350691	0
NCGC00357119	0.09715844	0
NCGC00260790	0.450712345	0
NCGC00357099	0.770571165	1
NCGC00356940	0.355165207	0
