SampleID	Score	Activity
NCGC00357046	0.0222	0
NCGC00357047	0.0044	0
NCGC00357044	0.0504	0
NCGC00357045	0.0502	0
NCGC00357042	0.0038	0
NCGC00357043	0.0287	0
NCGC00357040	0.0188	0
NCGC00261069	0.0609	0
NCGC00357165	0.0490	0
NCGC00357164	0.0157	0
NCGC00357167	0.0708	0
NCGC00261065	0.3020	0
NCGC00357161	0.0196	0
NCGC00357160	0.0617	0
NCGC00261060	0.0616	0
NCGC00357049	0.0199	0
NCGC00357285	0.0432	0
NCGC00357228	0.0154	0
NCGC00357229	0.0353	0
NCGC00357226	0.0315	0
NCGC00357227	0.2462	0
NCGC00357224	0.0148	0
NCGC00357225	0.0059	0
NCGC00357222	0.0098	0
NCGC00261910	0.2772	0
NCGC00357220	0.0350	0
NCGC00357223	0.0219	0
NCGC00357221	0.0551	0
NCGC00261155	0.2837	0
NCGC00356939	0.0279	0
NCGC00357138	0.0050	0
NCGC00261495	0.2701	0
NCGC00261817	0.1328	0
NCGC00261816	0.2533	0
NCGC00261813	0.2914	0
NCGC00261364	0.0216	0
NCGC00261367	0.2691	0
NCGC00261404	0.2601	0
NCGC00261406	0.0165	0
NCGC00261565	0.2663	0
NCGC00261563	0.3087	0
NCGC00261568	0.2753	0
NCGC00356992	0.2659	0
NCGC00261389	0.2860	0
NCGC00261384	0.2667	0
NCGC00261382	0.3096	0
NCGC00261381	0.2937	0
NCGC00261380	0.0629	0
NCGC00260826	0.0102	0
NCGC00260821	0.0428	0
NCGC00260823	0.0224	0
NCGC00260822	0.2602	0
NCGC00261704	0.2934	0
NCGC00357154	0.0224	0
NCGC00357155	0.0901	0
NCGC00261037	0.0625	0
NCGC00357157	0.0041	0
NCGC00357150	0.0185	0
NCGC00261030	0.0329	0
NCGC00357152	0.0460	0
NCGC00357153	0.0241	0
NCGC00356938	0.0144	0
NCGC00261130	0.2927	0
NCGC00357159	0.0064	0
NCGC00260802	0.0332	0
NCGC00260921	0.0395	0
NCGC00357121	0.1530	0
NCGC00357120	0.0239	0
NCGC00357123	0.0555	0
NCGC00357122	0.0249	0
NCGC00357125	0.0089	0
NCGC00357124	0.0190	0
NCGC00261639	0.0380	0
NCGC00261638	0.2714	0
NCGC00261141	0.2654	0
NCGC00357128	0.0474	0
NCGC00261142	0.2945	0
NCGC00261633	0.0250	0
NCGC00261147	0.0198	0
NCGC00261146	0.0279	0
NCGC00260728	0.0275	0
NCGC00356971	0.0107	0
NCGC00356970	0.1194	0
NCGC00356973	0.0201	0
NCGC00356972	0.0240	0
NCGC00356975	0.0089	0
NCGC00357018	0.0169	0
NCGC00356977	0.0181	0
NCGC00356976	0.0859	0
NCGC00356979	0.0071	0
NCGC00356978	0.0192	0
NCGC00357017	0.1110	0
NCGC00357016	0.0122	0
NCGC00357011	0.2617	0
NCGC00357010	0.0468	0
NCGC00357013	0.0576	0
NCGC00357012	0.0573	0
NCGC00357275	0.1377	0
NCGC00357274	0.0176	0
NCGC00357277	0.0320	0
NCGC00357276	0.0128	0
NCGC00357271	0.2766	0
NCGC00357270	0.0062	0
NCGC00356999	0.0311	0
NCGC00357272	0.0097	0
NCGC00261853	0.3796	0
NCGC00356996	0.0051	0
NCGC00356995	0.0307	0
NCGC00356994	0.0362	0
NCGC00357279	0.0083	0
NCGC00261856	0.0433	0
NCGC00356991	0.0361	0
NCGC00356990	0.2128	0
NCGC00261913	0.2376	0
NCGC00261529	0.0452	0
NCGC00261916	0.0884	0
NCGC00357031	0.0187	0
NCGC00261914	0.2696	0
NCGC00261915	0.2691	0
NCGC00261018	0.0452	0
NCGC00260869	0.2993	0
NCGC00357051	0.0424	0
NCGC00260867	0.0502	0
NCGC00260866	0.3105	0
NCGC00261290	0.0793	0
NCGC00261293	0.2530	0
NCGC00261294	0.0298	0
NCGC00261297	0.2537	0
NCGC00261352	0.3017	0
NCGC00261598	0.0087	0
NCGC00261597	0.2925	0
NCGC00356969	0.0084	0
NCGC00261593	0.0666	0
NCGC00261170	0.0445	0
NCGC00261176	0.0185	0
NCGC00261177	0.0234	0
NCGC00261178	0.2874	0
NCGC00261272	0.2887	0
NCGC00261270	0.0558	0
NCGC00261189	0.0515	0
NCGC00357141	0.0353	0
NCGC00260815	0.3180	0
NCGC00260817	0.0239	0
NCGC00260811	0.0548	0
NCGC00261183	0.2524	0
NCGC00261672	0.0345	0
NCGC00261049	0.2756	0
NCGC00261679	0.0427	0
NCGC00261776	0.2842	0
NCGC00357024	0.0138	0
NCGC00357025	0.0123	0
NCGC00357027	0.0069	0
NCGC00261008	0.3823	0
NCGC00261009	0.2824	0
NCGC00357022	0.0187	0
NCGC00357023	0.0244	0
NCGC00261005	0.0335	0
NCGC00261007	0.0448	0
NCGC00357028	0.0178	0
NCGC00357029	0.0553	0
NCGC00261003	0.0288	0
NCGC00357183	0.0157	0
NCGC00357182	0.0076	0
NCGC00357181	0.0859	0
NCGC00357180	0.2879	0
NCGC00357187	0.0173	0
NCGC00357186	0.0062	0
NCGC00357185	0.0436	0
NCGC00357184	0.0117	0
NCGC00357189	0.0383	0
NCGC00357188	0.0323	0
NCGC00357118	0.2936	0
NCGC00261812	0.2947	0
NCGC00260972	0.2837	0
NCGC00260979	0.8146	1
NCGC00261079	0.2479	0
NCGC00357050	0.0274	0
NCGC00357053	0.0186	0
NCGC00357052	0.0439	0
NCGC00357055	0.0238	0
NCGC00357054	0.0547	0
NCGC00357057	0.0782	0
NCGC00357056	0.0228	0
NCGC00261071	0.2980	0
NCGC00357058	0.0383	0
NCGC00357112	0.0123	0
NCGC00357113	0.0173	0
NCGC00261075	0.0422	0
NCGC00357115	0.0070	0
NCGC00357116	0.0114	0
NCGC00261076	0.2392	0
NCGC00357239	0.0021	0
NCGC00357238	0.0570	0
NCGC00260782	0.0621	0
NCGC00260785	0.2806	0
NCGC00357231	0.0215	0
NCGC00260789	0.3044	0
NCGC00357233	0.0138	0
NCGC00357232	0.0103	0
NCGC00357235	0.0157	0
NCGC00357234	0.0386	0
NCGC00357237	0.2592	0
NCGC00357236	0.0140	0
NCGC00261840	0.0176	0
NCGC00356985	0.0078	0
NCGC00357260	0.0135	0
NCGC00261958	0.2460	0
NCGC00357261	0.0208	0
NCGC00260775	0.0102	0
NCGC00356980	0.0201	0
NCGC00260770	0.0247	0
NCGC00357267	0.0051	0
NCGC00356948	0.2626	0
NCGC00356949	0.0300	0
NCGC00357264	0.0184	0
NCGC00356940	0.0383	0
NCGC00356941	0.0053	0
NCGC00356942	0.1594	0
NCGC00357265	0.0072	0
NCGC00356944	0.0132	0
NCGC00356945	0.0132	0
NCGC00356946	0.2184	0
NCGC00356947	0.0310	0
NCGC00357059	0.0159	0
NCGC00357248	0.0320	0
NCGC00357249	0.0606	0
NCGC00357244	0.0346	0
NCGC00261782	0.2712	0
NCGC00357246	0.0170	0
NCGC00357247	0.0184	0
NCGC00357240	0.0207	0
NCGC00357241	0.0138	0
NCGC00357242	0.0239	0
NCGC00357243	0.0291	0
NCGC00261820	0.0589	0
NCGC00261826	0.2632	0
NCGC00261824	0.0381	0
NCGC00261825	0.3423	0
NCGC00261828	0.2671	0
NCGC00357211	0.0141	0
NCGC00261554	0.0765	0
NCGC00357215	0.0268	0
NCGC00261238	0.0501	0
NCGC00260850	0.2649	0
NCGC00260852	0.2671	0
NCGC00261738	0.2776	0
NCGC00261739	0.3243	0
NCGC00260858	0.3791	0
NCGC00261737	0.3250	0
NCGC00261732	0.0256	0
NCGC00261730	0.0363	0
NCGC00261304	0.2970	0
NCGC00357147	0.0087	0
NCGC00357146	0.0841	0
NCGC00357145	0.0128	0
NCGC00357144	0.0421	0
NCGC00357143	0.0255	0
NCGC00357142	0.0137	0
NCGC00261129	0.0374	0
NCGC00357140	0.0123	0
NCGC00261126	0.2002	0
NCGC00261653	0.2396	0
NCGC00261123	0.2898	0
NCGC00357149	0.2801	0
NCGC00357148	0.0497	0
NCGC00357262	0.0422	0
NCGC00261602	0.2482	0
NCGC00261601	0.2277	0
NCGC00261607	0.2717	0
