SampleID	Score	Activity
NCGC00261627	0.0713	0
NCGC00261620	0.3467	0
NCGC00261153	0.3787	0
NCGC00261150	0.4999	0
NCGC00357139	0.0359	0
NCGC00357000	0.0882	0
NCGC00357095	0.2277	0
NCGC00357094	0.0529	0
NCGC00357097	0.3683	0
NCGC00357096	0.1175	0
NCGC00357091	0.4481	0
NCGC00357090	0.0308	0
NCGC00357093	0.0736	0
NCGC00357092	0.0229	0
NCGC00357099	0.8970	1
NCGC00357098	0.0425	0
NCGC00260713	0.3945	0
NCGC00260716	0.0225	0
NCGC00356966	0.0134	0
NCGC00356967	0.0816	0
NCGC00356964	0.1811	0
NCGC00356965	0.5649	1
NCGC00356962	0.3967	0
NCGC00356963	0.0247	0
NCGC00356960	0.0334	0
NCGC00356961	0.5932	1
NCGC00357019	0.1892	0
NCGC00356968	0.0201	0
NCGC00356974	0.0224	0
NCGC00357015	0.0485	0
NCGC00357268	0.0840	0
NCGC00357269	0.0224	0
NCGC00356988	0.5290	1
NCGC00356989	0.3761	0
NCGC00357014	0.4515	0
NCGC00356984	0.7128	1
NCGC00357263	0.0914	0
NCGC00261842	0.1437	0
NCGC00356987	0.0231	0
NCGC00357266	0.0286	0
NCGC00356981	0.0281	0
NCGC00356982	0.0858	0
NCGC00356983	0.1071	0
NCGC00261926	0.4300	0
NCGC00261924	0.1006	0
NCGC00261921	0.2953	0
NCGC00357172	0.2374	0
NCGC00357173	0.0627	0
NCGC00357171	0.0197	0
NCGC00357245	0.0477	0
NCGC00260876	0.0428	0
NCGC00357176	0.0511	0
NCGC00260875	0.4129	0
NCGC00261691	0.1397	0
NCGC00261693	0.4001	0
NCGC00260871	0.3748	0
NCGC00261286	0.0420	0
NCGC00261787	0.3153	0
NCGC00261327	0.3143	0
NCGC00357280	0.4267	0
NCGC00261321	0.1728	0
NCGC00261289	0.0438	0
NCGC00261446	0.3860	0
NCGC00261440	0.0158	0
NCGC00261441	0.3720	0
NCGC00357169	0.0301	0
NCGC00357207	0.5793	1
NCGC00357178	0.1908	0
NCGC00357168	0.0245	0
NCGC00357179	0.0345	0
NCGC00261101	0.3691	0
NCGC00357041	0.0842	0
NCGC00261260	0.4975	0
NCGC00261108	0.3970	0
NCGC00260911	0.4052	0
NCGC00260910	0.4136	0
NCGC00357166	0.0463	0
NCGC00261192	0.4244	0
NCGC00261190	0.4298	0
NCGC00261663	0.4123	0
NCGC00357163	0.0395	0
NCGC00261744	0.3929	0
NCGC00261215	0.3812	0
NCGC00357273	0.0493	0
NCGC00356998	0.6384	1
NCGC00261161	0.0520	0
NCGC00357190	0.0585	0
NCGC00357191	0.5055	1
NCGC00357193	0.0173	0
NCGC00357194	0.0743	0
NCGC00357195	0.0405	0
NCGC00357196	0.1035	0
NCGC00357197	0.0337	0
NCGC00357198	0.0225	0
NCGC00357199	0.0899	0
NCGC00357206	0.3024	0
NCGC00260962	0.5044	1
NCGC00356993	0.3698	0
NCGC00357278	0.0213	0
NCGC00357046	0.0800	0
NCGC00357047	0.0308	0
NCGC00357044	0.2000	0
NCGC00357045	0.3356	0
NCGC00357042	0.0154	0
NCGC00357043	0.1230	0
NCGC00357040	0.0805	0
NCGC00261069	0.4290	0
NCGC00357165	0.3040	0
NCGC00357164	0.2342	0
NCGC00357167	0.5443	1
NCGC00261065	0.4950	0
NCGC00357161	0.0372	0
NCGC00357160	0.0954	0
NCGC00261060	0.1042	0
NCGC00357049	0.0685	0
NCGC00357285	0.1138	0
NCGC00357228	0.0353	0
NCGC00357229	0.2911	0
NCGC00357226	0.1190	0
NCGC00357227	0.1263	0
NCGC00357224	0.0616	0
NCGC00357225	0.0223	0
NCGC00357222	0.0436	0
NCGC00261910	0.4390	0
NCGC00357220	0.3147	0
NCGC00357223	0.0735	0
NCGC00357221	0.2342	0
NCGC00261155	0.1600	0
NCGC00356939	0.0731	0
NCGC00357138	0.0176	0
NCGC00261495	0.3558	0
NCGC00261817	0.3768	0
NCGC00261816	0.1669	0
NCGC00261813	0.4327	0
NCGC00261364	0.0503	0
NCGC00261367	0.3861	0
NCGC00261404	0.3857	0
NCGC00261406	0.0509	0
NCGC00261565	0.3780	0
NCGC00261563	0.4501	0
NCGC00261568	0.4053	0
NCGC00356992	0.3436	0
NCGC00261389	0.3923	0
NCGC00261384	0.3513	0
NCGC00261382	0.4458	0
NCGC00261381	0.4226	0
NCGC00261380	0.1639	0
NCGC00260826	0.0319	0
NCGC00260821	0.2866	0
NCGC00260823	0.0540	0
NCGC00260822	0.3818	0
NCGC00261704	0.4086	0
NCGC00357154	0.0807	0
NCGC00357155	0.5190	1
NCGC00261037	0.1408	0
NCGC00357157	0.0102	0
NCGC00357150	0.0378	0
NCGC00261030	0.2837	0
NCGC00357152	0.0364	0
NCGC00357153	0.0677	0
NCGC00356938	0.0298	0
NCGC00261130	0.6662	1
NCGC00357159	0.1278	0
NCGC00260802	0.1366	0
NCGC00260921	0.3990	0
NCGC00357121	0.4297	0
NCGC00357120	0.0632	0
NCGC00357123	0.1616	0
NCGC00357122	0.0915	0
NCGC00357125	0.0267	0
NCGC00357124	0.0604	0
NCGC00261639	0.3062	0
NCGC00261638	0.3811	0
NCGC00261141	0.3919	0
NCGC00357128	0.3721	0
NCGC00261142	0.4082	0
NCGC00261633	0.1137	0
NCGC00261147	0.0940	0
NCGC00261146	0.0549	0
NCGC00260728	0.0513	0
NCGC00356971	0.0454	0
NCGC00356970	0.2693	0
NCGC00356973	0.0358	0
NCGC00356972	0.0439	0
NCGC00356975	0.0342	0
NCGC00357018	0.6507	1
NCGC00356977	0.0859	0
NCGC00356976	0.2941	0
NCGC00356979	0.0186	0
NCGC00356978	0.0448	0
NCGC00357017	0.5403	1
NCGC00357016	0.0285	0
NCGC00357011	0.6097	1
NCGC00357010	0.4345	0
NCGC00357013	0.1248	0
NCGC00357012	0.3452	0
NCGC00357275	0.1088	0
NCGC00357274	0.1395	0
NCGC00357277	0.0762	0
NCGC00357276	0.0862	0
NCGC00357271	0.4475	0
NCGC00357270	0.0155	0
NCGC00356999	0.1114	0
NCGC00357272	0.0512	0
NCGC00261853	0.4881	0
NCGC00356996	0.0159	0
NCGC00356995	0.3325	0
NCGC00356994	0.2902	0
NCGC00357279	0.0632	0
NCGC00261856	0.3760	0
NCGC00356991	0.1387	0
NCGC00356990	0.2255	0
NCGC00261913	0.3393	0
NCGC00261529	0.3790	0
NCGC00261916	0.2419	0
NCGC00357031	0.0404	0
NCGC00261914	0.3775	0
NCGC00261915	0.4051	0
NCGC00261018	0.3437	0
NCGC00260869	0.3969	0
NCGC00357051	0.3560	0
NCGC00260867	0.0507	0
NCGC00260866	0.4337	0
NCGC00261290	0.3550	0
NCGC00261293	0.3522	0
NCGC00261294	0.0809	0
NCGC00261297	0.3502	0
NCGC00261352	0.4443	0
NCGC00261598	0.0489	0
NCGC00261597	0.4715	0
NCGC00356969	0.0328	0
NCGC00261593	0.1601	0
NCGC00261170	0.1139	0
NCGC00261176	0.0610	0
NCGC00261177	0.0345	0
NCGC00261178	0.4127	0
NCGC00261272	0.4243	0
NCGC00261270	0.4249	0
NCGC00261189	0.3552	0
NCGC00357141	0.0871	0
NCGC00260815	0.3999	0
NCGC00260817	0.0721	0
NCGC00260811	0.1170	0
NCGC00261183	0.3904	0
NCGC00261672	0.3345	0
NCGC00261049	0.4410	0
NCGC00261679	0.3398	0
NCGC00261776	0.4046	0
NCGC00357024	0.0438	0
NCGC00357025	0.0249	0
NCGC00357027	0.0135	0
NCGC00261008	0.4340	0
NCGC00261009	0.4371	0
NCGC00357022	0.0613	0
NCGC00357023	0.1545	0
NCGC00261005	0.0926	0
NCGC00261007	0.1478	0
NCGC00357028	0.3957	0
NCGC00357029	0.3722	0
NCGC00261003	0.0691	0
NCGC00357183	0.0608	0
NCGC00357182	0.0138	0
NCGC00357181	0.4017	0
NCGC00357180	0.4081	0
NCGC00357187	0.1426	0
NCGC00357186	0.0613	0
NCGC00357185	0.1496	0
NCGC00357184	0.0232	0
NCGC00357189	0.4510	0
NCGC00357188	0.0632	0
NCGC00357118	0.4031	0
NCGC00261812	0.4808	0
NCGC00260972	0.4066	0
NCGC00260979	0.6640	1
NCGC00261079	0.3482	0
NCGC00357050	0.0630	0
NCGC00357053	0.0459	0
NCGC00357052	0.1449	0
NCGC00357055	0.0573	0
NCGC00357054	0.1168	0
NCGC00357057	0.5640	1
NCGC00357056	0.0818	0
NCGC00261071	0.4134	0
NCGC00357058	0.2921	0
NCGC00357112	0.0230	0
NCGC00357113	0.0427	0
NCGC00261075	0.5340	1
NCGC00357115	0.0201	0
NCGC00357116	0.0238	0
NCGC00261076	0.3447	0
NCGC00357239	0.0057	0
NCGC00357238	0.3591	0
NCGC00260782	0.1207	0
NCGC00260785	0.3964	0
NCGC00357231	0.0607	0
NCGC00260789	0.5623	1
NCGC00357233	0.0438	0
NCGC00357232	0.0067	0
NCGC00357235	0.0399	0
NCGC00357234	0.1433	0
NCGC00357237	0.3423	0
NCGC00357236	0.0415	0
NCGC00261840	0.0328	0
NCGC00356985	0.0687	0
NCGC00357260	0.0795	0
NCGC00261958	0.3203	0
NCGC00357261	0.0586	0
NCGC00260775	0.0358	0
NCGC00356980	0.1478	0
NCGC00260770	0.0892	0
NCGC00357267	0.3336	0
NCGC00356948	0.3634	0
NCGC00356949	0.3513	0
NCGC00357264	0.1559	0
NCGC00356940	0.1005	0
NCGC00356941	0.0179	0
NCGC00356942	0.6819	1
NCGC00357265	0.0323	0
NCGC00356944	0.0620	0
NCGC00356945	0.0334	0
NCGC00356946	0.2489	0
NCGC00356947	0.0842	0
NCGC00357059	0.0397	0
NCGC00357248	0.0578	0
NCGC00357249	0.2272	0
NCGC00357244	0.0610	0
NCGC00261782	0.3942	0
NCGC00357246	0.1874	0
NCGC00357247	0.0315	0
NCGC00357240	0.0507	0
NCGC00357241	0.0438	0
NCGC00357242	0.3067	0
NCGC00357243	0.0879	0
NCGC00261820	0.3187	0
NCGC00261826	0.3958	0
NCGC00261824	0.0857	0
NCGC00261825	0.4761	0
NCGC00261828	0.4263	0
NCGC00357211	0.0292	0
NCGC00261554	0.4002	0
NCGC00357215	0.0321	0
NCGC00261238	0.4121	0
NCGC00260850	0.4114	0
NCGC00260852	0.3588	0
NCGC00261738	0.3342	0
NCGC00261739	0.5150	1
NCGC00260858	0.6052	1
NCGC00261737	0.4229	0
NCGC00261732	0.1061	0
NCGC00261730	0.3484	0
NCGC00261304	0.4850	0
NCGC00357147	0.0371	0
NCGC00357146	0.0643	0
NCGC00357145	0.0374	0
NCGC00357144	0.1380	0
NCGC00357143	0.0552	0
NCGC00357142	0.0192	0
NCGC00261129	0.1188	0
NCGC00357140	0.7662	1
NCGC00261126	0.3097	0
NCGC00261653	0.5306	1
NCGC00261123	0.4363	0
NCGC00357149	0.4088	0
NCGC00357148	0.5513	1
NCGC00357262	0.1157	0
NCGC00261602	0.3312	0
NCGC00261601	0.1604	0
NCGC00261607	0.3868	0
